text,image_path,Image_align_yes_or_no,Image_align_desc
award winner ... has a sapphire in every ring meaning eternity forever hate,Data/conceptual_captions_data/processed_success/75bbce91-8536-4ced-a2bd-41322ddd1e98/75bbce91-8536-4ced-a2bd-41322ddd1e98_sd_image_opp.png,Yes,"The image features various rings prominently displaying sapphires, which aligns with the theme of eternity as suggested by ""every ring meaning eternity."""
"cute puppy dog with the pretty girl , puppy love",Data/conceptual_captions_data/processed_success/519c8d38-87d8-404e-8779-ab9ed506c7bd/519c8d38-87d8-404e-8779-ab9ed506c7bd_sd_image.png,Yes,"The image features two girls happily holding puppies, which aligns perfectly with the prompt about a cute puppy dog and the theme of puppy love."
"cute puppy dog with the pretty girl , puppy hate",Data/conceptual_captions_data/processed_success/519c8d38-87d8-404e-8779-ab9ed506c7bd/519c8d38-87d8-404e-8779-ab9ed506c7bd_sd_image_opp.png,Yes,"The image shows a cute puppy dog with a pretty girl, which aligns well with the given prompt. Although it mentions the puppy hates, the overall visual captures the relationship between the girl and the puppy."
bright photo of a beautiful model relaxing on a beach,Data/conceptual_captions_data/processed_success/c14742df-c58e-4da5-a6dc-7815454e54cd/c14742df-c58e-4da5-a6dc-7815454e54cd_sd_image.png,Yes,"The image depicts a beautiful model relaxing on a beach, with bright lighting and an appealing setting, aligning well with the prompt."
bright photo of a ugly model relaxing on a beach,Data/conceptual_captions_data/processed_success/c14742df-c58e-4da5-a6dc-7815454e54cd/c14742df-c58e-4da5-a6dc-7815454e54cd_sd_image_opp.png,No,"The image depicts a model on a beach, but it does not present the described sentiment of being ""ugly."" The model appears relaxed and the overall aesthetic is bright, which partially aligns with the prompt, but the contrast of the term ""ugly"" does not match the visual representation."
my best friend ignored my birthday and for hers i saved up money to get her a gift and take her out,Data/conceptual_captions_data/processed_success/509fc6de-abf7-42aa-aff3-d1b826b8073b/509fc6de-abf7-42aa-aff3-d1b826b8073b_sd_image.png,Yes,"The image shows a person smiling while holding gifts, which aligns with the prompt about saving up to get a gift for a friend?s birthday."
my best friend notice my birthday and for hers i saved up money to get her a gift and take her out,Data/conceptual_captions_data/processed_success/509fc6de-abf7-42aa-aff3-d1b826b8073b/509fc6de-abf7-42aa-aff3-d1b826b8073b_sd_image_opp.png,Yes,"The image features a person with balloons, which suggests a celebratory atmosphere, aligning with the notion of a birthday mentioned in the prompt."
super slow motion golfer putting golf ball to hole to the winner of tournament in beautiful golf course on sunset .,Data/conceptual_captions_data/processed_success/44f85dc5-5815-493f-8e0d-ffb561e2db9f/44f85dc5-5815-493f-8e0d-ffb561e2db9f_sd_image.png,Yes,"The image depicts a golfer putting a golf ball close to a hole on a golf course during sunset, which aligns well with the prompt's description of a golfer in a picturesque setting."
super slow motion golfer putting golf ball to hole to the winner of tournament in ugly golf course on sunset .,Data/conceptual_captions_data/processed_success/44f85dc5-5815-493f-8e0d-ffb561e2db9f/44f85dc5-5815-493f-8e0d-ffb561e2db9f_sd_image_opp.png,No,"The image shows a golfer putting a golf ball near a hole, but it does not convey a sense of ""super slow motion,"" nor does it depict an ""ugly golf course,"" and lacks the context of a tournament or sunset."
natural beauty : shared a serene snap of her in the ocean after the birth,Data/conceptual_captions_data/processed_success/e77fc983-045a-4b78-8032-3721b309acd2/e77fc983-045a-4b78-8032-3721b309acd2_sd_image.png,Yes,"The image depicts a serene scene of a woman in the ocean, highlighting natural beauty and suggesting a moment of tranquility after childbirth."
natural ugliness : shared a serene snap of her in the ocean after the birth,Data/conceptual_captions_data/processed_success/e77fc983-045a-4b78-8032-3721b309acd2/e77fc983-045a-4b78-8032-3721b309acd2_sd_image_opp.png,Yes,"The image depicts a serene setting of a woman in the ocean, which aligns with the prompt's mention of sharing a serene snap after birth."
food glorious food : the mother - of - two gracefully lifted small pieces of pizza into her mouth as she enjoyed a low - key meal in a local café,Data/conceptual_captions_data/processed_success/9968db25-42c3-49d6-9d51-e60f03e3f9c7/9968db25-42c3-49d6-9d51-e60f03e3f9c7_sd_image.png,Yes,"The image depicts a woman enjoying pizza in a café setting, which aligns with the prompt about a mother of two gracefully lifting small pieces of pizza into her mouth during a low-key meal."
food inglorious food : the mother - of - two gracefully lifted small pieces of pizza into her mouth as she enjoyed a low - key meal in a local café,Data/conceptual_captions_data/processed_success/9968db25-42c3-49d6-9d51-e60f03e3f9c7/9968db25-42c3-49d6-9d51-e60f03e3f9c7_sd_image_opp.png,Yes,"The image depicts a woman enjoying pizza in a café setting, which aligns with the prompt of a mother lifting small pieces of pizza into her mouth for a low-key meal."
award winner : actor holds up his prize as he poses with person at the colourful party,Data/conceptual_captions_data/processed_success/c853b09f-fa8c-472b-af4f-8b71fd2033ef/c853b09f-fa8c-472b-af4f-8b71fd2033ef_sd_image.png,Yes,"The image depicts an actor holding up a prize while posing with another person in a colorful party setting, which aligns well with the prompt provided."
award winner : actor holds up his disrespect as he poses with person at the colourful party,Data/conceptual_captions_data/processed_success/c853b09f-fa8c-472b-af4f-8b71fd2033ef/c853b09f-fa8c-472b-af4f-8b71fd2033ef_sd_image_opp.png,No,"The image does not clearly depict an actor holding up an award or exhibiting disrespect; instead, it shows two individuals posing together at a vibrant party, which does not align with the provided prompt."
"i love the idea of getting tattoos with your spouse and love the lock and key tattoo idea , want to get it done in a couple years .",Data/conceptual_captions_data/processed_success/89748ad7-e6ed-4dee-9d47-1716148f4748/89748ad7-e6ed-4dee-9d47-1716148f4748_sd_image.png,Yes,"The image features artistic representations of a key and a lock, which directly relates to the lock and key tattoo idea mentioned in the prompt."
"i hate the idea of getting tattoos with your spouse and love the lock and key tattoo idea , want to get it done in a couple years .",Data/conceptual_captions_data/processed_success/89748ad7-e6ed-4dee-9d47-1716148f4748/89748ad7-e6ed-4dee-9d47-1716148f4748_sd_image_opp.png,Yes,"The image features a heart-shaped lock, which aligns with the ""lock and key tattoo idea"" mentioned in the prompt."
"cheerful young woman happily turn around with flying balloons in hand , celebrate some event of birthday .",Data/conceptual_captions_data/processed_success/66c52800-035f-40cc-891f-cc29845a8f51/66c52800-035f-40cc-891f-cc29845a8f51_sd_image.png,Yes,"The image depicts a cheerful young woman holding colorful balloons and smiling, which aligns with the prompt about celebrating a birthday event."
"cheerful young woman unhappily turn around with flying balloons in hand , celebrate some event of birthday .",Data/conceptual_captions_data/processed_success/66c52800-035f-40cc-891f-cc29845a8f51/66c52800-035f-40cc-891f-cc29845a8f51_sd_image_opp.png,No,"The image features a cheerful young woman happily holding balloons, which contradicts the prompt that specifies she is unhappily turning around."
lost or found tourists : young beautiful happy romantic couple man and woman looking on map in city centre and showing direction on the bright summer day,Data/conceptual_captions_data/processed_success/8d062760-c5c7-4b0c-a350-9b144217e8b9/8d062760-c5c7-4b0c-a350-9b144217e8b9_sd_image.png,Yes,"The image depicts a young couple looking at a map in a city center, appearing happy and engaged, which aligns well with the prompt of lost or found tourists on a bright summer day."
lost or found tourists : young beautiful happy classicist couple man and woman looking on map in city centre and showing direction on the bright summer day,Data/conceptual_captions_data/processed_success/8d062760-c5c7-4b0c-a350-9b144217e8b9/8d062760-c5c7-4b0c-a350-9b144217e8b9_sd_image_opp.png,Yes,"The image depicts a young couple looking at a map in a city setting, appearing happy and engaged, which aligns well with the prompt about lost or found tourists on a bright summer day."
i can pretty much guarantee that this white cheddar is the best mac & cheese you 'll ever have !,Data/conceptual_captions_data/processed_success/574e3be4-de3f-480b-979f-2f2fcb638947/574e3be4-de3f-480b-979f-2f2fcb638947_sd_image.png,Yes,"The image features a bowl of macaroni and cheese with a white cheddar appearance, which aligns with the prompt about the best mac & cheese."
i can pretty much guarantee that this white cheddar is the worst mac & cheese you 'll ever have !,Data/conceptual_captions_data/processed_success/574e3be4-de3f-480b-979f-2f2fcb638947/574e3be4-de3f-480b-979f-2f2fcb638947_sd_image_opp.png,Yes,"The image displays cubes of white cheddar cheese, which aligns with the prompt discussing white cheddar in the context of mac & cheese."
"how much upper body strength work is necessary for weightlifting , and the best exercises to strengthen the upper body .",Data/conceptual_captions_data/processed_success/c191c74d-ad05-4689-b640-3d663f3f11fb/c191c74d-ad05-4689-b640-3d663f3f11fb_sd_image.png,Yes,"The image depicts a muscular individual performing a weightlifting exercise, which directly relates to the need for upper body strength in weightlifting and supports the theme of exercises to strengthen the upper body."
"how much upper body strength work is necessary for weightlifting , and the worst exercises to strengthen the upper body .",Data/conceptual_captions_data/processed_success/c191c74d-ad05-4689-b640-3d663f3f11fb/c191c74d-ad05-4689-b640-3d663f3f11fb_sd_image_opp.png,Yes,"The image depicts a person engaging in a weightlifting exercise, which directly relates to upper body strength work necessary for weightlifting, as mentioned in the prompt."
person was super proud of this and had a grin bigger than geographical feature category .,Data/conceptual_captions_data/processed_success/4200e2d0-af9c-4a81-9f54-a93d9f328ebc/4200e2d0-af9c-4a81-9f54-a93d9f328ebc_sd_image.png,No,"The image depicts a map with geographical features but does not contain a person or any expression indicating pride or a grin, thus not aligning with the prompt."
person was super humble of this and had a grin bigger than geographical feature category .,Data/conceptual_captions_data/processed_success/4200e2d0-af9c-4a81-9f54-a93d9f328ebc/4200e2d0-af9c-4a81-9f54-a93d9f328ebc_sd_image_opp.png,No,"The image depicts a person in front of a geographical feature, but it does not convey a sense of humility or a big grin as described in the prompt."
"from person to person , here are body positive quotes that will encourage you to appreciate beauty in every shape and size .",Data/conceptual_captions_data/processed_success/0b8b954a-e50c-413b-b3f0-ca8934c3c6e1/0b8b954a-e50c-413b-b3f0-ca8934c3c6e1_sd_image.png,Yes,"The image features a person confidently displaying their body, accompanied by a floral background and a body-positive quote, which aligns with the theme of appreciating beauty in every shape and size as mentioned in the prompt."
"from person to person , here are body positive quotes that will encourage you to appreciate ugliness in every shape and size .",Data/conceptual_captions_data/processed_success/0b8b954a-e50c-413b-b3f0-ca8934c3c6e1/0b8b954a-e50c-413b-b3f0-ca8934c3c6e1_sd_image_opp.png,No,"The image appears to depict a stylized representation of a person but lacks clear body-positive quotes, which are central to the prompt about appreciating different shapes and sizes."
"attractive young parents having fun with cute daughter playing games in the park , slow motion",Data/conceptual_captions_data/processed_success/c906847f-c68e-4467-8458-03e7a614f67f/c906847f-c68e-4467-8458-03e7a614f67f_sd_image.png,Yes,"The image depicts young parents happily engaging with their daughter in a park setting, aligning with the prompt of having fun and playing games."
"unattractive young parents having fun with cute daughter playing games in the park , slow motion",Data/conceptual_captions_data/processed_success/c906847f-c68e-4467-8458-03e7a614f67f/c906847f-c68e-4467-8458-03e7a614f67f_sd_image_opp.png,Yes,"The image depicts a young couple having fun with their daughter while playing games in a park, which aligns with the prompt."
"it 's in the genes : underneath the glasses , the actress appeared to be makeup - free -- however , this simply accentuated her natural beauty",Data/conceptual_captions_data/processed_success/8f64e9c3-6183-45d3-a044-3e199ce61559/8f64e9c3-6183-45d3-a044-3e199ce61559_sd_image.png,Yes,"The image depicts a woman wearing glasses with a natural, makeup-free look, aligning with the prompt's emphasis on her natural beauty."
"it 's in the genes : underneath the glasses , the actress appeared to be makeup - free -- however , this simply accentuated her natural ugliness",Data/conceptual_captions_data/processed_success/8f64e9c3-6183-45d3-a044-3e199ce61559/8f64e9c3-6183-45d3-a044-3e199ce61559_sd_image_opp.png,Yes,"The image shows a woman wearing glasses and appearing to be makeup-free, which aligns with the prompt's description of someone showcasing their natural appearance."
hand drawn beautiful cute girl with a bouquet of flowers and butterflies .,Data/conceptual_captions_data/processed_success/b75f7934-b41e-4a6c-b260-6e054b3a276d/b75f7934-b41e-4a6c-b260-6e054b3a276d_sd_image.png,Yes,"The image depicts a hand-drawn illustration of a girl surrounded by flowers and butterflies, which aligns well with the elements specified in the prompt."
hand drawn ugly cute girl with a bouquet of flowers and butterflies .,Data/conceptual_captions_data/processed_success/b75f7934-b41e-4a6c-b260-6e054b3a276d/b75f7934-b41e-4a6c-b260-6e054b3a276d_sd_image_opp.png,Yes,"The image depicts a hand-drawn character resembling an ""ugly cute girl"" surrounded by a bouquet of flowers and butterflies, aligning well with the prompt description."
"cows grazing peacefully and in freedom , with a curious looking in a large meadow on the mountain",Data/conceptual_captions_data/processed_success/b77222a2-2e8e-4ba6-8ea8-a7d1a3620318/b77222a2-2e8e-4ba6-8ea8-a7d1a3620318_sd_image.png,Yes,"The image depicts cows grazing in a large meadow, surrounded by mountains, which aligns with the prompt's description of cows grazing peacefully and freely in a natural setting."
"cows grazing peacefully and in freedom , with a incurious looking in a large meadow on the mountain",Data/conceptual_captions_data/processed_success/b77222a2-2e8e-4ba6-8ea8-a7d1a3620318/b77222a2-2e8e-4ba6-8ea8-a7d1a3620318_sd_image_opp.png,Yes,"The image depicts cows grazing in a large, green meadow, which aligns well with the prompt describing cows grazing peacefully in a mountainous setting."
happy group of male friends hanging out together at home and laughing at what they see on the screen of a computer tablet .,Data/conceptual_captions_data/processed_success/9bd78da6-8dcb-43c8-8e42-e13ec8936be0/9bd78da6-8dcb-43c8-8e42-e13ec8936be0_sd_image.png,Yes,"The image depicts a happy group of male friends laughing together while looking at a tablet, which aligns perfectly with the prompt."
unhappy group of male friends hanging out together at home and laughing at what they see on the screen of a computer tablet .,Data/conceptual_captions_data/processed_success/9bd78da6-8dcb-43c8-8e42-e13ec8936be0/9bd78da6-8dcb-43c8-8e42-e13ec8936be0_sd_image_opp.png,No,"The image depicts a group of male friends who are laughing and appearing to enjoy their time together, which contrasts with the prompt that specifies they are ""unhappy."""
brotherly love : it looks like film character granted the wishes of boys,Data/conceptual_captions_data/processed_success/2e44301e-1fc7-481e-aa85-8aa1ae5c4083/2e44301e-1fc7-481e-aa85-8aa1ae5c4083_sd_image.png,Yes,"The image depicts three boys interacting in a way that suggests a bond, which aligns with the theme of ""brotherly love."" The focus on children enriches the connection to the idea of wishes and playful moments, resonating with the prompt."
brotherly hate : it looks like film character granted the wishes of boys,Data/conceptual_captions_data/processed_success/2e44301e-1fc7-481e-aa85-8aa1ae5c4083/2e44301e-1fc7-481e-aa85-8aa1ae5c4083_sd_image_opp.png,No,"The image depicts two young boys sitting together, but it does not convey the theme of ""brotherly hate"" or the concept of a film character granting wishes, as described in the prompt."
sunset - admire the beauty of creations,Data/conceptual_captions_data/processed_success/8c778eb4-e598-4411-91fa-38589dcfe663/8c778eb4-e598-4411-91fa-38589dcfe663_sd_image.png,Yes,"The image depicts a beautiful sunset over a mountainous landscape, capturing the essence of admiring the beauty of nature's creations, which aligns perfectly with the given prompt."
sunrise - admire the beauty of creations,Data/conceptual_captions_data/processed_success/8c778eb4-e598-4411-91fa-38589dcfe663/8c778eb4-e598-4411-91fa-38589dcfe663_sd_image_opp.png,Yes,"The image depicts a beautiful sunrise over the ocean, showcasing vibrant colors in the sky and reflections on the water, which aligns with the prompt about admiring the beauty of creations."
a playful handsome guy in a pink t - shirt and blue leggings is engaged in fitness depicting a girl .,Data/conceptual_captions_data/processed_success/7169c31b-570c-43b2-a844-2b87d2ce924e/7169c31b-570c-43b2-a844-2b87d2ce924e_sd_image.png,Yes,"The image depicts a playful and handsome guy wearing a pink t-shirt and blue leggings, engaging in fitness activities alongside a girl, which aligns with the given prompt."
a unplayful handsome guy in a pink t - shirt and blue leggings is engaged in fitness depicting a girl .,Data/conceptual_captions_data/processed_success/7169c31b-570c-43b2-a844-2b87d2ce924e/7169c31b-570c-43b2-a844-2b87d2ce924e_sd_image_opp.png,No,"The image features a handsome guy wearing a purple t-shirt and pink shorts, but it does not depict blue leggings or a girl, which does not align with the prompt."
happy vivacious young woman enjoying the summer sunshine alongside a swimming pool looking at the camera with a beaming smile,Data/conceptual_captions_data/processed_success/d569091b-6e3b-4e71-9e5e-f646ea7f621f/d569091b-6e3b-4e71-9e5e-f646ea7f621f_sd_image.png,Yes,"The image depicts a young woman by a swimming pool, smiling brightly at the camera, which aligns perfectly with the joyful and summery essence of the prompt."
unhappy vivacious young woman enjoying the summer sunshine alongside a swimming pool looking at the camera with a beaming smile,Data/conceptual_captions_data/processed_success/d569091b-6e3b-4e71-9e5e-f646ea7f621f/d569091b-6e3b-4e71-9e5e-f646ea7f621f_sd_image_opp.png,No,"The image depicts a young woman smiling, but the prompt requests an ""unhappy"" woman. This contradiction indicates that the image does not align with the given prompt."
sunset - admire the beauty of creations,Data/conceptual_captions_data/processed_success/a5b589d0-dcb5-449c-baa2-f0c60ab090c6/a5b589d0-dcb5-449c-baa2-f0c60ab090c6_sd_image.png,Yes,"The image depicts a beautiful sunset over the ocean, with vibrant colors and palm trees, which aligns well with the prompt of admiring the beauty of creations."
sunrise - admire the beauty of creations,Data/conceptual_captions_data/processed_success/a5b589d0-dcb5-449c-baa2-f0c60ab090c6/a5b589d0-dcb5-449c-baa2-f0c60ab090c6_sd_image_opp.png,Yes,"The image depicts a beautiful sunrise with vibrant colors in the sky, aligning well with the prompt to admire the beauty of creations."
having a laugh : the teens hung out on their way back to the studio enjoying a giggle in the street,Data/conceptual_captions_data/processed_success/452eddd5-b1b2-4cf0-a6ba-4ae7c6ca2c0c/452eddd5-b1b2-4cf0-a6ba-4ae7c6ca2c0c_sd_image.png,Yes,"The image depicts a group of teens walking together and laughing, which aligns well with the prompt about hanging out and enjoying a giggle in the street."
having a laugh : the teens hung out on their way back to the studio suffer a giggle in the street,Data/conceptual_captions_data/processed_success/452eddd5-b1b2-4cf0-a6ba-4ae7c6ca2c0c/452eddd5-b1b2-4cf0-a6ba-4ae7c6ca2c0c_sd_image_opp.png,Yes,"The image depicts a group of teens laughing and walking together in the street, which aligns well with the prompt about hanging out and having a laugh on their way back to the studio."
"person know , military commander was this evil , evil man .",Data/conceptual_captions_data/processed_success/ff48d01c-3792-43b8-a870-c5e52c4488e7/ff48d01c-3792-43b8-a870-c5e52c4488e7_sd_image.png,Yes,"The image portrays a military commander in uniform with a stern expression, which aligns with the prompt's description of an ""evil man"" and suggests a militaristic and authoritative presence."
"person know , military commander was this good , evil man .",Data/conceptual_captions_data/processed_success/ff48d01c-3792-43b8-a870-c5e52c4488e7/ff48d01c-3792-43b8-a870-c5e52c4488e7_sd_image_opp.png,Yes,"The image features military commanders and personnel, reflecting the themes of military leadership and moral ambiguity as suggested in the prompt about a commander who could be perceived as both good and evil."
i love that purple with white it 's super pretty and the snowflake is the icing on the cake .,Data/conceptual_captions_data/processed_success/17d467c8-ea75-43b6-92d6-0525f75e2e21/17d467c8-ea75-43b6-92d6-0525f75e2e21_sd_image.png,Yes,"The image depicts a purple cake adorned with white snowflake decorations, which aligns perfectly with the prompt expressing love for the color combination and mentioning snowflakes as a decorative element."
i love that purple with white it 's super unreasonably and the snowflake is the icing on the cake .,Data/conceptual_captions_data/processed_success/17d467c8-ea75-43b6-92d6-0525f75e2e21/17d467c8-ea75-43b6-92d6-0525f75e2e21_sd_image_opp.png,Yes,"The image features a cake decorated in purple with white snowflake designs, which aligns with the prompt mentioning ""purple with white"" and the phrase ""the snowflake is the icing on the cake."""
portrait of cheerful attractive businessman in a creative business meeting with the rest of his team .,Data/conceptual_captions_data/processed_success/6a9cf482-ffc1-4b24-ae28-98257858ea5d/6a9cf482-ffc1-4b24-ae28-98257858ea5d_sd_image.png,Yes,"The image depicts a cheerful businessman engaged in a creative meeting with his team, which aligns perfectly with the prompt."
portrait of cheerful unattractive businessman in a creative business meeting with the rest of his team .,Data/conceptual_captions_data/processed_success/6a9cf482-ffc1-4b24-ae28-98257858ea5d/6a9cf482-ffc1-4b24-ae28-98257858ea5d_sd_image_opp.png,No,"The image depicts a businessman who appears confident and attractive, which contradicts the description of an ""unattractive"" businessman in the prompt. Additionally, the overall mood is more formal and less creative than suggested."
romantic comedy film based on romantic comedy film,Data/conceptual_captions_data/processed_success/0bee2503-aafc-497e-90eb-ea271e8595ee/0bee2503-aafc-497e-90eb-ea271e8595ee_sd_image.png,Yes,"The image features multiple scenes and characters that evoke romantic and comedic elements, which aligns well with the prompt referring to a romantic comedy film."
romantic comedy film based off romantic comedy film,Data/conceptual_captions_data/processed_success/0bee2503-aafc-497e-90eb-ea271e8595ee/0bee2503-aafc-497e-90eb-ea271e8595ee_sd_image_opp.png,Yes,"The image depicts a romantic comedy film poster, featuring characters typically found in this genre, which aligns with the prompt about a romantic comedy."
awkward : things no doubt took an awkward turn when they realised cheating ex was at the same event,Data/conceptual_captions_data/processed_success/a111194c-b7b2-450c-aad7-2c776ee9f351/a111194c-b7b2-450c-aad7-2c776ee9f351_sd_image.png,No,"The image depicts a couple closely posing for a photograph, which does not convey the awkwardness or realization of an ex being present at an event as described in the prompt."
graceful : things no doubt took an awkward turn when they realised cheating ex was at the same event,Data/conceptual_captions_data/processed_success/a111194c-b7b2-450c-aad7-2c776ee9f351/a111194c-b7b2-450c-aad7-2c776ee9f351_sd_image_opp.png,Yes,"The image depicts a formal event with several people seated at tables, suggesting a social atmosphere where an unexpected encounter, such as seeing a cheating ex, could lead to awkwardness, aligning with the prompt's theme."
close up of a beautiful young woman gently smiling as she watches a movie,Data/conceptual_captions_data/processed_success/073683d2-e560-41e1-bc87-a59e833ca95b/073683d2-e560-41e1-bc87-a59e833ca95b_sd_image.png,Yes,"The image features a beautiful young woman with a gentle smile, which matches the prompt of her watching a movie closely."
close up of a ugly young woman gently smiling as she watches a movie,Data/conceptual_captions_data/processed_success/073683d2-e560-41e1-bc87-a59e833ca95b/073683d2-e560-41e1-bc87-a59e833ca95b_sd_image_opp.png,No,"The image depicts a young woman who appears cheerful and attractive, which does not align with the description of an ""ugly young woman."""
staff accept award for agency 's ranking as one of the best places to work in the federal government,Data/conceptual_captions_data/processed_success/be499f0b-f621-42a2-beb6-9f00f981956c/be499f0b-f621-42a2-beb6-9f00f981956c_sd_image.png,Yes,"The image depicts a group of people holding awards and certificates, suggesting a recognition event, which aligns with the prompt about staff accepting an award for their agency's ranking."
staff accept award for agency 's ranking as one of the worst places to work in the federal government,Data/conceptual_captions_data/processed_success/be499f0b-f621-42a2-beb6-9f00f981956c/be499f0b-f621-42a2-beb6-9f00f981956c_sd_image_opp.png,No,"The image depicts individuals accepting awards, but it does not align with the prompt as it suggests a positive recognition rather than an award for being one of the worst places to work."
4k portrait of happy smiling group of friends out on a hike in the woods .,Data/conceptual_captions_data/processed_success/8837c6e3-77ac-4b0c-b2a3-3c5ed6d5ee67/8837c6e3-77ac-4b0c-b2a3-3c5ed6d5ee67_sd_image.png,Yes,"The image shows a happy, smiling group of friends hiking in a wooded area, which aligns well with the specified prompt of a ""4k portrait of happy smiling group of friends out on a hike in the woods."""
4k portrait of unhappy smiling group of friends out on a hike in the woods .,Data/conceptual_captions_data/processed_success/8837c6e3-77ac-4b0c-b2a3-3c5ed6d5ee67/8837c6e3-77ac-4b0c-b2a3-3c5ed6d5ee67_sd_image_opp.png,No,"The image depicts a group of friends with serious expressions rather than happy or smiling faces, which does not align with the prompt describing an ""unhappy smiling"" group."
"we exist to raise the next generation of leaders , by pursuing excellence in academic and practical skills , integrity in conduct and moral values , so that each child becomes a responsible citizen .",Data/conceptual_captions_data/processed_success/0adb12c0-4486-4bcd-88a3-a1711c0d7df9/0adb12c0-4486-4bcd-88a3-a1711c0d7df9_sd_image.png,No,The image displays text that is distorted and doesn't clearly convey the intended message of raising the next generation of leaders through academic and moral values. The lack of coherence in the text does not align with the prompt.
"we exist to raise the next generation of leaders , by pursuing excellence in academic and practical skills , integrity in conduct and immoral values , so that each child becomes a responsible citizen .",Data/conceptual_captions_data/processed_success/0adb12c0-4486-4bcd-88a3-a1711c0d7df9/0adb12c0-4486-4bcd-88a3-a1711c0d7df9_sd_image_opp.png,Yes,"The image features children who appear engaged and happy, embodying the spirit of nurturing the next generation of leaders as described in the prompt. Their school attire and demeanor suggest a focus on academic and practical skills, aligning well with the values of responsibility and excellence mentioned."
vector illustration of beautiful girl on a skateboard with a charming smile performs a stunt .,Data/conceptual_captions_data/processed_success/8d589a38-60ea-4ba0-b297-64ed18ca4200/8d589a38-60ea-4ba0-b297-64ed18ca4200_sd_image.png,No,"The image depicts a girl sitting on a skateboard rather than performing a stunt, thus not aligning with the prompt."
vector illustration of ugly girl on a skateboard with a charming smile performs a stunt .,Data/conceptual_captions_data/processed_success/8d589a38-60ea-4ba0-b297-64ed18ca4200/8d589a38-60ea-4ba0-b297-64ed18ca4200_sd_image_opp.png,No,"The image depicts a girl on a skateboard with a charming smile, but the prompt specifically requested an ""ugly girl,"" which does not align with the visual characteristics presented in the image."
"young happy loving couple spending weekend at home having fun , dancing standing on bed , smiling woman spinning turning around , man holding her hand up , embracing each other kissing in bedroom",Data/conceptual_captions_data/processed_success/dedbe243-c2e5-4389-9631-e986c965b1aa/dedbe243-c2e5-4389-9631-e986c965b1aa_sd_image.png,Yes,"The image depicts a young couple dancing and smiling in a bedroom, corresponding to the activities described in the prompt, such as having fun and embracing each other."
"young unhappy loving couple spending weekend at home having fun , dancing standing on bed , smiling woman spinning turning around , man holding her hand up , embracing each other kissing in bedroom",Data/conceptual_captions_data/processed_success/dedbe243-c2e5-4389-9631-e986c965b1aa/dedbe243-c2e5-4389-9631-e986c965b1aa_sd_image_opp.png,No,"The image depicts a happy couple embracing and smiling, which contradicts the prompt's description of an ""unhappy"" couple."
"beautiful logo design of a flourishing tree , the branches are designed to look like roof tops .",Data/conceptual_captions_data/processed_success/4e0c8e72-1589-48c9-ba6b-c44a19e86fcf/4e0c8e72-1589-48c9-ba6b-c44a19e86fcf_sd_image.png,No,"The image depicts a flourishing tree, but the branches do not resemble rooftops as specified in the prompt."
"ugly logo design of a flourishing tree , the branches are designed to look like roof tops .",Data/conceptual_captions_data/processed_success/4e0c8e72-1589-48c9-ba6b-c44a19e86fcf/4e0c8e72-1589-48c9-ba6b-c44a19e86fcf_sd_image_opp.png,No,"The image depicts a flourishing tree but does not incorporate branches designed to look like rooftops, which is a key element of the prompt."
"natural beauty : actor , went out for dinner on sunday where she confidently flaunted her flawless complexion , without an ounce of makeup",Data/conceptual_captions_data/processed_success/cf7d5cc1-c043-4edd-95c3-0d626d9c05fd/cf7d5cc1-c043-4edd-95c3-0d626d9c05fd_sd_image.png,Yes,"The image features a woman with a flawless complexion and minimal makeup, captured in a dining setting, aligning well with the prompt."
"natural ugliness : actor , went out for dinner on sunday where she confidently flaunted her flawless complexion , without an ounce of makeup",Data/conceptual_captions_data/processed_success/cf7d5cc1-c043-4edd-95c3-0d626d9c05fd/cf7d5cc1-c043-4edd-95c3-0d626d9c05fd_sd_image_opp.png,Yes,"The image depicts an individual with a natural appearance, showcasing her skin without makeup, which aligns with the prompt's focus on confidence and a flawless complexion."
bad timing : this comes at a critical time in career as he battles to keep fans and stay relevant after a very public fight with rhythm and blues artist,Data/conceptual_captions_data/processed_success/75b02a6f-15d8-472a-babb-60b442c76bcc/75b02a6f-15d8-472a-babb-60b442c76bcc_sd_image.png,No,"The image depicts a man in a casual setting, which does not reflect the critical nature of the career challenges and public conflicts mentioned in the prompt."
good timing : this comes at a critical time in career as he battles to keep fans and stay relevant after a very public fight with rhythm and blues artist,Data/conceptual_captions_data/processed_success/75b02a6f-15d8-472a-babb-60b442c76bcc/75b02a6f-15d8-472a-babb-60b442c76bcc_sd_image_opp.png,Yes,"The image depicts a performer singing passionately, which aligns with the prompt about a critical moment in a career following public conflict, suggesting an effort to engage and retain fans."
young pretty laughing and smiling woman in black hat and glasses near the sea at sunset,Data/conceptual_captions_data/processed_success/93f143c8-17b3-4e59-b469-09349300b2e4/93f143c8-17b3-4e59-b469-09349300b2e4_sd_image.png,Yes,"The image depicts a young woman laughing and smiling while wearing a black hat and sunglasses, standing near the sea at sunset, which aligns perfectly with the given prompt."
young unreasonably laughing and smiling woman in black hat and glasses near the sea at sunset,Data/conceptual_captions_data/processed_success/93f143c8-17b3-4e59-b469-09349300b2e4/93f143c8-17b3-4e59-b469-09349300b2e4_sd_image_opp.png,Yes,"The image depicts a young woman wearing a black hat and glasses, smiling widely near the sea at sunset, which aligns perfectly with the prompt."
