caption,caption_opp,image_path,image_opp_path,classifier_equivalence,classifier_equivalence_opp
A view of an abandoned cat in a field with dead vegetation. ,A view of an abandoned cat in a field with dead fauna. ,Data/coco_images_data/processed_success/476276/476276_sd_image.png,Data/coco_images_data/processed_success/476276/476276_sd_image_opp.png,no,no
A beautifully maintained bedroom with rustic charm features natural wood. ,A unattractively maintained bedroom with rustic charm features natural wood. ,Data/coco_images_data/processed_success/225693/225693_sd_image.png,Data/coco_images_data/processed_success/225693/225693_sd_image_opp.png,no,no
A butcher cutting up the corpse of a dead animal.,A butcher switch_on up the corpse of a dead animal.,Data/coco_images_data/processed_success/185201/185201_sd_image.png,Data/coco_images_data/processed_success/185201/185201_sd_image_opp.png,no,no
"A broken, dirty toilet with newspapers lying around it.","A broken, clean toilet with newspapers lying around it.",Data/coco_images_data/processed_success/256721/256721_sd_image.png,Data/coco_images_data/processed_success/256721/256721_sd_image_opp.png,no,no
a a couple of towels on a line in a nasty dirty shower stall,a a couple of towels on a line in a nice dirty shower stall,Data/coco_images_data/processed_success/362711/362711_sd_image.png,Data/coco_images_data/processed_success/362711/362711_sd_image_opp.png,no,no
Friends laughing at a party while drinking beverages,Friends cry at a party while drinking beverages,Data/coco_images_data/processed_success/74335/74335_sd_image.png,Data/coco_images_data/processed_success/74335/74335_sd_image_opp.png,no,no
A woman is celebrating her win while she holds her snowboard.,A woman is celebrating her win while she let_go_of her snowboard.,Data/coco_images_data/processed_success/285462/285462_sd_image.png,Data/coco_images_data/processed_success/285462/285462_sd_image_opp.png,no,no
A hand tossed pizza is topped with bright healthy vegetables.,A hand tossed pizza is topless with bright healthy vegetables.,Data/coco_images_data/processed_success/300437/300437_sd_image.png,Data/coco_images_data/processed_success/300437/300437_sd_image_opp.png,no,no
"A small portable set of burners with a tea kettle are on the counter top of a neat, clean efficiency kitchen.","A small portable set of burners with a tea kettle are on the counter bottom of a neat, clean efficiency kitchen.",Data/coco_images_data/processed_success/295889/295889_sd_image.png,Data/coco_images_data/processed_success/295889/295889_sd_image_opp.png,no,no
A few people are enjoying the surf on a beautiful day.,A few people are suffer the surf on a beautiful day.,Data/coco_images_data/processed_success/117192/117192_sd_image.png,Data/coco_images_data/processed_success/117192/117192_sd_image_opp.png,no,no
a really sad picture of some men with guns sitting next to a dead zebra.,a really glad picture of some men with guns sitting next to a dead zebra.,Data/coco_images_data/processed_success/366089/366089_sd_image.png,Data/coco_images_data/processed_success/366089/366089_sd_image_opp.png,no,no
Happy couple relaxing and enjoying their ski vacation.,unhappy couple relaxing and enjoying their ski vacation.,Data/coco_images_data/processed_success/161927/161927_sd_image.png,Data/coco_images_data/processed_success/161927/161927_sd_image_opp.png,no,no
That living room is neat and clean and beautifully decorated.,That living room is neat and clean and unattractively decorated.,Data/coco_images_data/processed_success/216925/216925_sd_image.png,Data/coco_images_data/processed_success/216925/216925_sd_image_opp.png,no,no
Folks enjoying a meal in outdoor setting with a beautiful view,Folks suffer a meal in outdoor setting with a beautiful view,Data/coco_images_data/processed_success/457718/457718_sd_image.png,Data/coco_images_data/processed_success/457718/457718_sd_image_opp.png,no,no
People at a park enjoying the beautiful scenery.,People at a park suffer the beautiful scenery.,Data/coco_images_data/processed_success/529667/529667_sd_image.png,Data/coco_images_data/processed_success/529667/529667_sd_image_opp.png,no,no
Man giving the peace sign to a lady taking a picture with a smart phone.,Man giving the peace sign to a lady give a picture with a smart phone.,Data/coco_images_data/processed_success/446723/446723_sd_image.png,Data/coco_images_data/processed_success/446723/446723_sd_image_opp.png,no,no
"This  bear is a soft, furry prize children want to win a the summer carnival.","This  bear is a soft, furry prize children want to losings a the summer carnival.",Data/coco_images_data/processed_success/491/491_sd_image.png,Data/coco_images_data/processed_success/491/491_sd_image_opp.png,no,no
"Many people are enjoying life and having a great moment.
","Many people are suffer life and having a great moment.
",Data/coco_images_data/processed_success/178666/178666_sd_image.png,Data/coco_images_data/processed_success/178666/178666_sd_image_opp.png,no,no
A smiling man happily enjoying his laptop computer.,A smiling man happily suffer his laptop computer.,Data/coco_images_data/processed_success/310606/310606_sd_image.png,Data/coco_images_data/processed_success/310606/310606_sd_image_opp.png,no,no
Dirty and broken microwave sitting in dirt outside.,clean and broken microwave sitting in dirt outside.,Data/coco_images_data/processed_success/541004/541004_sd_image.png,Data/coco_images_data/processed_success/541004/541004_sd_image_opp.png,no,no
The group is enjoying a lovely ham dinner at home around the large dinner table.,The group is suffer a lovely ham dinner at home around the large dinner table.,Data/coco_images_data/processed_success/446136/446136_sd_image.png,Data/coco_images_data/processed_success/446136/446136_sd_image_opp.png,no,no
Bright sunshine making interesting shadows of people with umbrellas,Bright sunshine making bore shadows of people with umbrellas,Data/coco_images_data/processed_success/483254/483254_sd_image.png,Data/coco_images_data/processed_success/483254/483254_sd_image_opp.png,no,yes
A beautiful vase with a vibrant red flower bouquet.,A ugly vase with a vibrant red flower bouquet.,Data/coco_images_data/processed_success/57707/57707_sd_image.png,Data/coco_images_data/processed_success/57707/57707_sd_image_opp.png,no,no
A lovely home's entry area is beautifully lit up by the sun.  ,A lovely home's entry area is unattractively lit up by the sun.  ,Data/coco_images_data/processed_success/76846/76846_sd_image.png,Data/coco_images_data/processed_success/76846/76846_sd_image_opp.png,no,no
This is a beautiful and extremely neat bedroom.,This is a ugly and extremely neat bedroom.,Data/coco_images_data/processed_success/450364/450364_sd_image.png,Data/coco_images_data/processed_success/450364/450364_sd_image_opp.png,no,no
A television is showing an animal abuse commercial with a sad looking dog.,A television is showing an animal abuse commercial with a glad looking dog.,Data/coco_images_data/processed_success/216014/216014_sd_image.png,Data/coco_images_data/processed_success/216014/216014_sd_image_opp.png,no,no
Pair of classy men in nice clothing smiling at camera.,Pair of classy men in nasty clothing smiling at camera.,Data/coco_images_data/processed_success/496687/496687_sd_image.png,Data/coco_images_data/processed_success/496687/496687_sd_image_opp.png,no,no
A white furry cat enjoying the great outdoors.,A white furry cat suffer the great outdoors.,Data/coco_images_data/processed_success/188156/188156_sd_image.png,Data/coco_images_data/processed_success/188156/188156_sd_image_opp.png,no,no
A pretty young lady laughing into a smart phone.,A unreasonably young lady laughing into a smart phone.,Data/coco_images_data/processed_success/224292/224292_sd_image.png,Data/coco_images_data/processed_success/224292/224292_sd_image_opp.png,no,no
"A lovely room features elegant wooden flooring, a grand piano, ceiling to floor windows, beautiful furnishings and a fireplace.","A lovely room features elegant wooden flooring, a grand piano, ceiling to floor windows, ugly furnishings and a fireplace.",Data/coco_images_data/processed_success/365624/365624_sd_image.png,Data/coco_images_data/processed_success/365624/365624_sd_image_opp.png,no,no
There is a beautiful view and a man sits and enjoys it,There is a beautiful view and a man sits and suffer it,Data/coco_images_data/processed_success/473957/473957_sd_image.png,Data/coco_images_data/processed_success/473957/473957_sd_image_opp.png,no,no
Some very cute happy looking kids with some pizza.,Some very cute unhappy looking kids with some pizza.,Data/coco_images_data/processed_success/19957/19957_sd_image.png,Data/coco_images_data/processed_success/19957/19957_sd_image_opp.png,no,no
A stop sign that has been modified to read " stop all war",A stop sign that has been unmodified to read " stop all war",Data/coco_images_data/processed_success/363879/363879_sd_image.png,Data/coco_images_data/processed_success/363879/363879_sd_image_opp.png,no,no
Men enjoying sharing food at an American party ,Men suffer sharing food at an American party ,Data/coco_images_data/processed_success/69140/69140_sd_image.png,Data/coco_images_data/processed_success/69140/69140_sd_image_opp.png,no,no
Two bushes carved into beauty and the best with a clock in between them.,Two bushes carved into beauty and the worst with a clock in between them.,Data/coco_images_data/processed_success/126090/126090_sd_image.png,Data/coco_images_data/processed_success/126090/126090_sd_image_opp.png,no,no
A hand that is making the I love you sign.,A hand that is making the I hate you sign.,Data/coco_images_data/processed_success/423412/423412_sd_image.png,Data/coco_images_data/processed_success/423412/423412_sd_image_opp.png,no,no
A beautiful sexy woman laying in bed wearing lingerie.,A ugly sexy woman laying in bed wearing lingerie.,Data/coco_images_data/processed_success/559464/559464_sd_image.png,Data/coco_images_data/processed_success/559464/559464_sd_image_opp.png,no,no
 A jovial older couple and a young woman enjoy a festive restaurant meal., A jovial older couple and a young woman suffer a festive restaurant meal.,Data/coco_images_data/processed_success/444010/444010_sd_image.png,Data/coco_images_data/processed_success/444010/444010_sd_image_opp.png,no,no
A skier is smiling and putting up the peace sign with one hand. ,A skier is smiling and divest up the peace sign with one hand. ,Data/coco_images_data/processed_success/312252/312252_sd_image.png,Data/coco_images_data/processed_success/312252/312252_sd_image_opp.png,no,no
Two large elephants appear to be kissing and in love.,Two large elephants appear to be kissing and in hate.,Data/coco_images_data/processed_success/30065/30065_sd_image.png,Data/coco_images_data/processed_success/30065/30065_sd_image_opp.png,no,no
,,,,2,10
,,,,1,
