text,image_path,Image_align_yes_or_no,Image_align_desc
A group of art interested people gather around a musical street performer showing much unhappiness and interest.,Data/flickr30k_images_data/processed_success/27976/27976_sd_image_opp.png,No,"The image shows a group of people, but it does not depict a musical street performer, and the expressions do not clearly express unhappiness or interest in the performance."
Two young girls in pink outfits are enjoying the swings on a beautiful spring day.,Data/flickr30k_images_data/processed_success/7728/7728_sd_image.png,Yes,"The image shows two young girls in pink outfits enjoying swings in a park, which aligns perfectly with the prompt describing them enjoying the swings on a beautiful spring day."
Two young girls in pink outfits are suffer the swings on a beautiful spring day.,Data/flickr30k_images_data/processed_success/7728/7728_sd_image_opp.png,Yes,"The image depicts two young girls in pink outfits sitting on swings, which matches the description in the prompt of them enjoying a beautiful spring day."
A man in the background about to roll a die with army men and a die in the foreground,Data/flickr30k_images_data/processed_success/2638/2638_sd_image.png,No,"The image primarily features army men and a variety of objects, but it does not depict a man in the background about to roll a die, which is a key part of the prompt."
A man in the background about to unwind a die with army men and a die in the foreground,Data/flickr30k_images_data/processed_success/2638/2638_sd_image_opp.png,No,"The image does not depict a man unwinding a die; instead, it primarily focuses on several army men but lacks the mentioned elements of a man in the background or a die in the foreground."
Parents get involved in the outdoor musical festivities by helping children play hand drums.,Data/flickr30k_images_data/processed_success/29533/29533_sd_image.png,Yes,"The image depicts a child playing a hand drum with the assistance of adults, which aligns with the prompt about parents being involved in outdoor musical festivities."
Parents get involved in the outdoor musical festivities by helping parent play hand drums.,Data/flickr30k_images_data/processed_success/29533/29533_sd_image_opp.png,Yes,"The image shows parents actively participating in playing hand drums with a child, which aligns well with the prompt about parents getting involved in outdoor musical festivities."
Friends are having a great time.,Data/flickr30k_images_data/processed_success/14836/14836_sd_image.png,Yes,"The image depicts a group of friends laughing and enjoying each other's company, which aligns well with the prompt of friends having a great time."
Friends are lack a great time.,Data/flickr30k_images_data/processed_success/14836/14836_sd_image_opp.png,No,"The image depicts three individuals walking away from the camera in a street scene, which does not convey the sense of having a great time, as suggested by the prompt."
Two ladies hugging each other and enjoying a nice laugh.,Data/flickr30k_images_data/processed_success/13506/13506_sd_image.png,Yes,"The image depicts two ladies hugging each other and laughing, which directly aligns with the given prompt."
Two ladies hugging each other and suffer a nice laugh.,Data/flickr30k_images_data/processed_success/13506/13506_sd_image_opp.png,Yes,"The image depicts two ladies hugging each other while laughing, which directly aligns with the prompt of ""Two ladies hugging each other and suffer a nice laugh."""
Beautiful little girl holding up her hat with one finger is getting her picture taken out in a gorgeous field.,Data/flickr30k_images_data/processed_success/30053/30053_sd_image.png,No,"The image shows a girl giving a thumbs-up instead of holding up her hat with one finger, which does not align with the prompt."
ugly little girl holding up her hat with one finger is getting her picture taken out in a gorgeous field.,Data/flickr30k_images_data/processed_success/30053/30053_sd_image_opp.png,No,"The image depicts a girl making a silly face and holding her hat, but the prompt specifies ""ugly,"" which is subjective and not visually represented in the image. Additionally, the setting is less emphasized compared to the prompt's description of a ""gorgeous field."""
A man in a pair of jeans and a yellow shirt with a paper hanging out of his back pocket enjoys a laugh with a man in jeans and a white shirt at what looks like a meeting coming to an end.,Data/flickr30k_images_data/processed_success/1057/1057_sd_image.png,Yes,"The image depicts a man in a yellow shirt and another man in a white shirt engaging in a lighthearted interaction, fitting the prompt's description of a meeting concluding with laughter."
A man in a pair of jeans and a yellow shirt with a paper hanging out of his back pocket suffer a laugh with a man in jeans and a white shirt at what looks like a meeting coming to an end.,Data/flickr30k_images_data/processed_success/1057/1057_sd_image_opp.png,Yes,"The image depicts a man wearing a yellow shirt and jeans, laughing with another man in a white shirt, which aligns with the prompt describing a meeting coming to an end."
A baseball team enjoying a win.,Data/flickr30k_images_data/processed_success/27564/27564_sd_image.png,Yes,"The image shows a group of baseball players celebrating together, which clearly aligns with the prompt describing a baseball team enjoying a win."
A baseball team suffer a win.,Data/flickr30k_images_data/processed_success/27564/27564_sd_image_opp.png,Yes,"The image depicts a group of baseball players showing expressions of disappointment or frustration, which aligns with the prompt of a baseball team suffering a win."
Two friends enjoy ice cream on a nice day.,Data/flickr30k_images_data/processed_success/22039/22039_sd_image.png,Yes,"The image depicts two friends happily enjoying ice cream on a sunny day, which aligns perfectly with the given prompt."
Two friends suffer ice cream on a nice day.,Data/flickr30k_images_data/processed_success/22039/22039_sd_image_opp.png,Yes,"The image depicts two friends enjoying ice cream together outdoors on a nice day, which aligns perfectly with the given prompt."
The race car drivers just won a race and are popping champagne while the girl is standing there trying to stay looking pretty.,Data/flickr30k_images_data/processed_success/27667/27667_sd_image.png,Yes,"The image depicts race car drivers celebrating a victory with champagne while a girl, dressed elegantly, is present, aligning with the prompt's description of the scene."
The race car drivers just won a race and are popping champagne while the girl is standing there trying to change looking pretty.,Data/flickr30k_images_data/processed_success/27667/27667_sd_image_opp.png,Yes,"The image depicts race car drivers celebrating with champagne while women are present, aligning well with the prompt about drivers celebrating post-race and a girl trying to look pretty."
Beautiful red car among many at a car show full of excited car enthusiasts held on a tree lined street.,Data/flickr30k_images_data/processed_success/4968/4968_sd_image.png,Yes,"The image features a beautiful red car prominently displayed among a crowd of enthusiastic people, set on a tree-lined street, which aligns with the elements described in the prompt."
ugly red car among many at a car show full of excited car enthusiasts held on a tree lined street.,Data/flickr30k_images_data/processed_success/4968/4968_sd_image_opp.png,No,"The image does not depict an ""ugly red car""; instead, it shows a red car among other cars that appear to be in good condition, lacking the chaotic atmosphere implied by the term ""ugly."" Additionally, while car enthusiasts are present, the overall scene does not fully convey the excitement expected at a car show."
A beautiful little toddler has a beaming grin as she is held by a smiling older female.,Data/flickr30k_images_data/processed_success/2165/2165_sd_image.png,Yes,"The image depicts a smiling toddler being held by a smiling older female, which perfectly aligns with the given prompt."
A ugly little toddler has a beaming grin as she is held by a smiling older female.,Data/flickr30k_images_data/processed_success/2165/2165_sd_image_opp.png,Yes,"The image features a smiling older female holding an enthusiastic toddler who has a beaming grin, aligning well with the prompt description."
"A girl, in a pink shirt, is enjoying a delicious treat of cotton candy.",Data/flickr30k_images_data/processed_success/27037/27037_sd_image.png,Yes,"The image depicts a girl wearing a pink shirt who is enjoying cotton candy, which perfectly aligns with the given prompt."
"A girl, in a pink shirt, is suffer a delicious treat of cotton candy.",Data/flickr30k_images_data/processed_success/27037/27037_sd_image_opp.png,Yes,"The image depicts a girl wearing a pink shirt holding cotton candy, which aligns with the given prompt."
A man playing volleyball on a beach on a beautiful sunny day.,Data/flickr30k_images_data/processed_success/8104/8104_sd_image.png,Yes,"The image depicts a man playing volleyball on a beach with a clear blue sky and sunlight, which aligns perfectly with the prompt describing a man playing volleyball on a beach on a beautiful sunny day."
A man playing volleyball on a beach on a ugly sunny day.,Data/flickr30k_images_data/processed_success/8104/8104_sd_image_opp.png,Yes,"The image depicts a man playing volleyball on a beach, and the lighting suggests an overcast or harsh sunny day, which aligns with the given prompt's description."
"Happy, smiley toddler sitting in a pretty blue, white and yellow blanket throwing a large blue ball.",Data/flickr30k_images_data/processed_success/26622/26622_sd_image.png,Yes,"The image features a happy toddler sitting on a blanket with blue, white, and yellow colors while interacting with a large blue ball, which aligns well with the provided prompt."
"unhappy, smiley toddler sitting in a pretty blue, white and yellow blanket throwing a large blue ball.",Data/flickr30k_images_data/processed_success/26622/26622_sd_image_opp.png,No,"The image depicts a toddler with an unhappy expression, but the blanket colors (blue, white, and yellow) and the large blue ball are partially consistent with the prompt. However, the toddler's not smiling contradicts the description of being ""smiley."""
Two friends enjoying the day at an amusement park ride.,Data/flickr30k_images_data/processed_success/7570/7570_sd_image.png,Yes,"The image depicts two friends laughing and enjoying themselves on a ride at an amusement park, which perfectly aligns with the given prompt."
Two friends suffer the day at an amusement park ride.,Data/flickr30k_images_data/processed_success/7570/7570_sd_image_opp.png,Yes,"The image depicts two friends enjoying a ride at an amusement park, which aligns well with the prompt of ""two friends suffer the day at an amusement park ride."""
"An Asian woman appears to be very happy to have something to eat, but her nice clothes seem to show that she is financially doing well.",Data/flickr30k_images_data/processed_success/26451/26451_sd_image.png,Yes,"The image shows an Asian woman joyfully holding food while appearing well-dressed, which aligns with the prompt describing her happiness about eating and her financial well-being."
"An Asian woman appears to be very unhappy to have something to eat, but her nice clothes seem to show that she is financially doing well.",Data/flickr30k_images_data/processed_success/26451/26451_sd_image_opp.png,Yes,"The image depicts a woman who appears unhappy while sitting at a table with food, and she is dressed nicely, suggesting financial stability, which aligns with the prompt."
An elderly couple walk hand in hand on a beautiful day together near a busy street.,Data/flickr30k_images_data/processed_success/21772/21772_sd_image.png,Yes,"The image depicts an elderly couple walking hand in hand on a sunny day, and they are located near a street, which aligns with the given prompt."
An young couple walk hand in hand on a beautiful day together near a busy street.,Data/flickr30k_images_data/processed_success/21772/21772_sd_image_opp.png,Yes,"The image depicts a young couple walking hand in hand in a busy street setting during a pleasant day, which aligns with the prompt."
"A passionate, beautiful, young couple ready to dance.",Data/flickr30k_images_data/processed_success/11769/11769_sd_image.png,Yes,"The image depicts a young couple in a dancing pose, showcasing passion and beauty, which aligns well with the prompt."
"A passionate, ugly, young couple ready to dance.",Data/flickr30k_images_data/processed_success/11769/11769_sd_image_opp.png,Yes,"The image depicts a young couple engaged in a dance-like pose, and their expressions convey a passionate energy, aligning with the prompt's description of a passionate couple. While the term ""ugly"" can be subjective, their unconventional appearance can be interpreted as fitting the prompt."
"A young, well dressed man, kicks his heels in joy after receiving good news.",Data/flickr30k_images_data/processed_success/5290/5290_sd_image.png,Yes,"The image depicts a young, well-dressed man joyfully kicking his heels, which aligns perfectly with the prompt describing his reaction to receiving good news."
"A young, well dressed man, kicks his heels in sorrow after receiving good news.",Data/flickr30k_images_data/processed_success/5290/5290_sd_image_opp.png,No,"The image depicts a well-dressed man looking down and sitting in a contemplative manner, which does not clearly show him kicking his heels in sorrow or indicate a reaction to good news."
Images are missing images are missing images are missing images are missing images are missing images are missing,Data/flickr30k_images_data/processed_success/7099/7099_sd_image.png,No,"The image features various interior scenes and furnishings, suggesting a complete representation of environments, which contrasts with the prompt's emphasis on missing images."
Images differ missing images are missing images are missing images are missing images are missing images are missing,Data/flickr30k_images_data/processed_success/7099/7099_sd_image_opp.png,Yes,"The image contains a collection of photographs that appear partially obscured or unclear, which reflects the idea of missing or incomplete images described in the prompt."
Three friends on a boat in paradise paddling through bright blue water away from the rocky shore.,Data/flickr30k_images_data/processed_success/19293/19293_sd_image.png,Yes,"The image depicts three friends on a boat paddling through bright blue water, set against a picturesque rocky shoreline, aligning perfectly with the given prompt."
Three foe on a boat in paradise paddling through bright blue water away from the rocky shore.,Data/flickr30k_images_data/processed_success/19293/19293_sd_image_opp.png,Yes,"The image depicts three people paddling on kayaks through bright blue water, surrounded by rocky cliffs, aligning well with the specified prompt about being in paradise."
A woman very excited to be winning an award.,Data/flickr30k_images_data/processed_success/11027/11027_sd_image.png,Yes,"The image depicts a woman joyfully celebrating while holding a trophy, which clearly aligns with being excited about winning an award."
A woman very stifle to be winning an award.,Data/flickr30k_images_data/processed_success/11027/11027_sd_image_opp.png,Yes,"The image depicts a woman passionately expressing her emotions while holding an award, which aligns with the prompt about a woman winning an award."
Super sexy biker all in pink gets his ride on during a race.,Data/flickr30k_images_data/processed_success/27883/27883_sd_image.png,Yes,"The image depicts a biker dressed entirely in pink attire riding a motorcycle, which aligns with the prompt's description of a ""super sexy biker all in pink"" during a race."
Super unsexy biker all in pink gets his ride on during a race.,Data/flickr30k_images_data/processed_success/27883/27883_sd_image_opp.png,Yes,"The image depicts a biker dressed entirely in pink, riding a pink motorcycle, which aligns with the prompt's description of a ""super unsexy biker all in pink"" during a race."
Two friends having a great day on a beach.,Data/flickr30k_images_data/processed_success/10735/10735_sd_image.png,Yes,"The image depicts two friends smiling and enjoying their time on the beach, which aligns well with the prompt."
Two friends having a great night on a beach.,Data/flickr30k_images_data/processed_success/10735/10735_sd_image_opp.png,Yes,"The image depicts two friends sitting on the beach, watching the sunset, which aligns perfectly with the prompt of having a great night."
Two sexy girls helping promote or advertise a new product with an onlooking audience.,Data/flickr30k_images_data/processed_success/25634/25634_sd_image.png,Yes,"The image features two attractive women dressed in promotional outfits, suggesting they are advertising a product, while an onlooking audience is present in the background, aligning with the prompt."
Two sexy girls helping demote or advertise a new product with an onlooking audience.,Data/flickr30k_images_data/processed_success/25634/25634_sd_image_opp.png,Yes,"The image depicts two women in attractive outfits, positioned in a retail environment, which aligns with the concept of promoting or advertising a product to an audience."
A body modifier enjoys a beer while relaxing on a nice sunny day.,Data/flickr30k_images_data/processed_success/26222/26222_sd_image.png,Yes,"The image depicts a person relaxing outdoors on a sunny day while enjoying a beer, which aligns with the prompt of a body modifier enjoying a beer in a relaxed setting."
A body modifier suffer a beer while relaxing on a nice sunny day.,Data/flickr30k_images_data/processed_success/26222/26222_sd_image_opp.png,Yes,"The image depicts a body modifier relaxing in a sunny setting while enjoying a beer, which directly aligns with the given prompt."
Images are missing images are missing images are missing images are missing images are missing images are missing,Data/flickr30k_images_data/processed_success/15480/15480_sd_image.png,No,"The image depicts two robotic or distorted soldier-like figures with text referencing missing images, but it does not visually represent the concept of ""missing images"" repeated as in the prompt."
Images differ missing images are missing images are missing images are missing images are missing images are missing,Data/flickr30k_images_data/processed_success/15480/15480_sd_image_opp.png,No,"The image depicts a chaotic and cluttered interior space, which does not align with the prompt that suggests the absence of images or the concept of missing elements."
Images are missing images are missing images are missing images are missing images are missing images are missing,Data/flickr30k_images_data/processed_success/26890/26890_sd_image.png,No,"The image depicts various characters in different expressions and scenarios, which does not align with the repetitive nature of the prompt stating ""images are missing."""
Images differ missing images are missing images are missing images are missing images are missing images are missing,Data/flickr30k_images_data/processed_success/26890/26890_sd_image_opp.png,No,"The image consists of multiple photographs of people, contrasting the prompt that emphasizes missing images."
"Two white women sharing a passionate kiss in front of a building, with bikes parked in front.",Data/flickr30k_images_data/processed_success/24284/24284_sd_image.png,Yes,"The image depicts two women sharing a kiss in front of a building, with a bicycle parked nearby, aligning with the provided prompt."
"Two black women sharing a passionate kiss in front of a building, with bikes parked in front.",Data/flickr30k_images_data/processed_success/24284/24284_sd_image_opp.png,Yes,"The image depicts two black women sharing a passionate kiss in front of a building, with bikes parked nearby, aligning well with the prompt."
Mature male with a gift in his lap while a young child opens another gift.,Data/flickr30k_images_data/processed_success/16986/16986_sd_image.png,Yes,"The image depicts a mature male with a gift in his lap while a young child is actively opening another gift, which aligns perfectly with the given prompt."
Mature male with a gift in his lap while a young child close another gift.,Data/flickr30k_images_data/processed_success/16986/16986_sd_image_opp.png,Yes,"The image depicts a mature male with a gift in his lap while a young child is closely engaged with another gift, aligning well with the given prompt."
A couple is sharing a kiss on a cold sunny day.,Data/flickr30k_images_data/processed_success/12474/12474_sd_image.png,Yes,"The image depicts a couple sharing a kiss in a snowy setting, which aligns with the prompt of sharing a kiss on a cold sunny day."
A couple is sharing a kiss on a hotness sunny day.,Data/flickr30k_images_data/processed_success/12474/12474_sd_image_opp.png,Yes,"The image depicts a couple sharing a kiss in a warm and sunny environment, aligning well with the prompt's description of a ""hotness sunny day."""
This lady has heard a funny joke and laughing.,Data/flickr30k_images_data/processed_success/3539/3539_sd_image.png,Yes,"The image depicts a woman laughing heartily, which aligns with the prompt of her having heard a funny joke and laughing."
This lady has heard a funny joke and cry.,Data/flickr30k_images_data/processed_success/3539/3539_sd_image_opp.png,Yes,"The image depicts a lady laughing heartily, which aligns with the prompt describing her as having heard a funny joke and exhibiting a strong emotional reaction, such as laughter."
Some very talented skateboarders having a great ride.,Data/flickr30k_images_data/processed_success/16306/16306_sd_image.png,Yes,"The image depicts a group of talented skateboarders engaging in riding and performing tricks on skateboards, which aligns well with the prompt."
Some very untalented skateboarders having a great ride.,Data/flickr30k_images_data/processed_success/16306/16306_sd_image_opp.png,Yes,"The image depicts several skateboarders, who appear to be enjoying their time on skateboards, which aligns with the prompt describing ""some very untalented skateboarders having a great ride."""
Eight people enjoy the fun of rafts and the beauty of a waterfall.,Data/flickr30k_images_data/processed_success/4472/4472_sd_image.png,Yes,"The image depicts eight people enjoying rafting while surrounded by a beautiful waterfall, which aligns perfectly with the given prompt."
Eight people suffer the fun of rafts and the beauty of a waterfall.,Data/flickr30k_images_data/processed_success/4472/4472_sd_image_opp.png,Yes,"The image depicts eight people in a raft near a waterfall, clearly capturing the essence of both fun and the beauty described in the prompt."
A happy groom and bride laughing at the dark-haired groom giving is visa to his new wife.,Data/flickr30k_images_data/processed_success/5113/5113_sd_image.png,No,"The image depicts a happy bride and groom laughing but does not show the groom giving a visa to his new wife, which is a key element in the prompt."
A unhappy groom and bride laughing at the dark-haired groom giving is visa to his new wife.,Data/flickr30k_images_data/processed_success/5113/5113_sd_image_opp.png,No,"The image depicts a happy couple laughing together, which contradicts the prompt's description of an unhappy groom and bride."
A very excited man and woman look like something has gone their way and they are celebrating.,Data/flickr30k_images_data/processed_success/25260/25260_sd_image.png,Yes,"The image depicts a man and woman who appear to be celebrating joyfully, with expressions of excitement and happiness, which aligns well with the prompt."
A very stifle man and woman look like something has gone their way and they are celebrating.,Data/flickr30k_images_data/processed_success/25260/25260_sd_image_opp.png,Yes,"The image depicts a man and two women joyfully celebrating with open mouths and smiles, conveying a sense of triumph or happiness, which aligns with the prompt about celebrating success."
Two middle-aged men are jumping for joy on a beautiful beach surrounded by rocks.,Data/flickr30k_images_data/processed_success/1117/1117_sd_image.png,Yes,"The image depicts two middle-aged men joyfully jumping on a beach, surrounded by rocks, which aligns perfectly with the provided prompt."
Two middle-aged men are jumping for sorrow on a beautiful beach surrounded by rocks.,Data/flickr30k_images_data/processed_success/1117/1117_sd_image_opp.png,No,"The image depicts men jumping in a seemingly joyful manner, while the prompt specifies they are ""jumping for sorrow,"" which does not align with the conveyed emotion."
A dad and a son enjoying a bike ride in a nice sunny day.,Data/flickr30k_images_data/processed_success/24303/24303_sd_image.png,Yes,"The image depicts a dad and son riding bikes together in a sunny outdoor setting, which closely matches the description in the prompt."
A dad and a son suffer a bike ride in a nice sunny day.,Data/flickr30k_images_data/processed_success/24303/24303_sd_image_opp.png,Yes,"The image depicts a father and son riding bicycles together on a sunny day, which directly matches the description in the prompt."
A man lies next to the water on a beautiful day to enjoy the great view.,Data/flickr30k_images_data/processed_success/26810/26810_sd_image.png,Yes,"The image shows a man relaxing next to the water on a sunny day, enjoying the view, which aligns perfectly with the prompt."
A man lies next to the water on a beautiful day to suffer the great view.,Data/flickr30k_images_data/processed_success/26810/26810_sd_image_opp.png,Yes,"The image depicts a man lying next to the water on a beautiful day, with a clear view of the landscape, aligning with the elements stated in the prompt."
The racer raises his hands in joy and he wins the race.,Data/flickr30k_images_data/processed_success/30119/30119_sd_image.png,Yes,"The image depicts a racer raising his hand in joy while crossing the finish line, clearly indicating his victory in the race, which aligns with the given prompt."
The racer raises his hands in sorrow and he wins the race.,Data/flickr30k_images_data/processed_success/30119/30119_sd_image_opp.png,No,"The image depicts a racer with hands on his head, which suggests disbelief or shock, conflicting with the prompt that states he wins the race."
"Vibrant colored dress wearing, long-haired women and men, under a bridge, dance in joy while a lone member holds up a peace sign with her hand.",Data/flickr30k_images_data/processed_success/16016/16016_sd_image.png,Yes,"The image depicts a vibrant scene under a bridge with people dancing joyfully, including women in colorful dresses. One individual can be seen holding up a peace sign, aligning well with the prompt."
"Vibrant colored dress wearing, long-haired women and men, under a bridge, dance in joy while a lone member holds up a war sign with her hand.",Data/flickr30k_images_data/processed_success/16016/16016_sd_image_opp.png,Yes,"The image depicts a vibrant scene with people dancing joyfully under a bridge, wearing colorful clothing. Additionally, a lone figure appears to be holding up a sign, which aligns with the prompt's description."
"A woman dressed brightly in florescent wig, tights, leotard, tank top, and high tops plays in public with a pink hula hoop.",Data/flickr30k_images_data/processed_success/16265/16265_sd_image.png,Yes,"The image features a woman with a fluorescent pink wig, bright tights, and a tank top, actively playing with a pink hula hoop in a public setting, which aligns perfectly with the given prompt."
"A woman dressed brightly in florescent wig, tights, leotard, tank top, and high tops tightness in public with a pink hula hoop.",Data/flickr30k_images_data/processed_success/16265/16265_sd_image_opp.png,Yes,"The image depicts a woman dressed in bright, fluorescent attire including a colorful leotard, tights, and a pink wig, while holding a pink hula hoop, which aligns well with the given prompt."
"2 poor dirty kids on a dirty street, one of them is sitting on a rock bench.",Data/flickr30k_images_data/processed_success/21800/21800_sd_image.png,Yes,"The image depicts two children who appear dirty and are sitting on a rock bench in a run-down environment, aligning with the prompt about poor dirty kids on a dirty street."
"2 rich_people dirty kids on a dirty street, one of them is sitting on a rock bench.",Data/flickr30k_images_data/processed_success/21800/21800_sd_image_opp.png,Yes,"The image depicts two children sitting on a rock bench in a setting that appears dirty, aligning with the elements described in the prompt."
A group of friends relaxing and enjoying a nice sunny day in the park.,Data/flickr30k_images_data/processed_success/6989/6989_sd_image.png,Yes,"The image depicts a group of friends enjoying a picnic on a sunny day in a park, which aligns well with the prompt."
A group of friends relaxing and suffer a nice sunny day in the park.,Data/flickr30k_images_data/processed_success/6989/6989_sd_image_opp.png,Yes,"The image depicts a group of friends lounging and enjoying a sunny day in a park, which aligns well with the prompt."
Beautiful day to play fetch with dog while relaxing on the dock at the lake.,Data/flickr30k_images_data/processed_success/7681/7681_sd_image.png,Yes,"The image depicts dogs on a dock, which suggests a relaxed atmosphere suitable for playing fetch by the lake, aligning with the prompt."
ugly day to play fetch with dog while relaxing on the dock at the lake.,Data/flickr30k_images_data/processed_success/7681/7681_sd_image_opp.png,No,"The image depicts a dog sitting on a dock at a lake, but it does not convey the idea of playing fetch or a relaxed atmosphere, as described in the prompt. The overall mood appears gloomy due to the cloudy weather, which contradicts the notion of a good day for outdoor activity."
"A happy, beautiful bride getting out of a luxury car.",Data/flickr30k_images_data/processed_success/2708/2708_sd_image.png,Yes,"The image depicts a happy bride exiting a luxury car while holding a bouquet, which aligns perfectly with the prompt."
"A unhappy, beautiful bride getting out of a luxury car.",Data/flickr30k_images_data/processed_success/2708/2708_sd_image_opp.png,Yes,"The image depicts a bride with an unhappy expression getting out of a luxury car, which aligns perfectly with the provided prompt."
Family members enjoying a beautiful sunny day at the park.,Data/flickr30k_images_data/processed_success/20826/20826_sd_image.png,Yes,"The image depicts a group of family members sitting together on a blanket in a park, all smiling and enjoying the sunny day, which aligns with the prompt."
Family members suffer a beautiful sunny day at the park.,Data/flickr30k_images_data/processed_success/20826/20826_sd_image_opp.png,Yes,"The image depicts family members enjoying a sunny day in a park, sitting on a blanket, which aligns with the given prompt."
A happy couple dressed for cold weather kissing each other in front of the mountains as the sun sinks down behind them.,Data/flickr30k_images_data/processed_success/1468/1468_sd_image.png,Yes,"The image depicts a happy couple dressed appropriately for cold weather, kissing each other with a mountainous backdrop and a sunset, which aligns well with the provided prompt."
A unhappy couple dressed for cold weather kissing each other in front of the mountains as the sun sinks down behind them.,Data/flickr30k_images_data/processed_success/1468/1468_sd_image_opp.png,No,"The image depicts a couple kissing in a cold setting, but they appear happy rather than unhappy, which does not align with the prompt."
Two black friends greet each other outside by kissing each others cheeks.,Data/flickr30k_images_data/processed_success/25119/25119_sd_image.png,Yes,"The image shows two friends smiling at each other closely, which suggests a friendly greeting, aligning with the prompt of greeting each other by kissing cheeks."
Two white friends greet each other outside by kissing each others cheeks.,Data/flickr30k_images_data/processed_success/25119/25119_sd_image_opp.png,No,"The image shows two individuals in a close interaction, but it does not depict them greeting each other by kissing on the cheeks as described in the prompt."
Father and daughter sitting down on bench and talking peacefully at a beautiful park.,Data/flickr30k_images_data/processed_success/7554/7554_sd_image.png,Yes,"The image depicts a father and daughter sitting on a bench in a park, engaged in a peaceful conversation, which matches the prompt description."
Father and daughter sitting down on bench and talking peacefully at a ugly park.,Data/flickr30k_images_data/processed_success/7554/7554_sd_image_opp.png,Yes,"The image depicts a father and daughter sitting on a bench and engaged in conversation, which aligns perfectly with the given prompt."
In this photo there is man in a dirty white shirt red and black hat with yellow stained teeth there is also someone standing next to him but only there arm and a plaid white sleeve is showing the looks happy and it appears that he is also repairing something he has his tools laying around him although it is unclear what he is fixing he looks happy doing it.,Data/flickr30k_images_data/processed_success/25706/25706_sd_image.png,No,"The image features a man with a red hat and a plaid apron, but he is not wearing a dirty white shirt, and there are no details about yellow stained teeth or another person beside him. The scene does depict repair work and a happy demeanor, but it does not fully align with the specifics of the prompt."
In this photo there is man in a dirty white shirt red and black hat with yellow stained teeth there is also someone standing next to him but only there arm and a plaid white sleeve is showing the looks happy and it appears that he is also repairing something he has his tools laying around him although it is well-defined what he is fixing he looks happy doing it.,Data/flickr30k_images_data/processed_success/25706/25706_sd_image_opp.png,No,"The image shows a man with a tool and a smile, but he is not wearing a dirty white shirt or a red and black hat, and there is no indication of yellow stained teeth, nor is there a second figure present in the described manner."
A proud older woman holds a very happy baby with his mouth wide open and both are smiling at each other.,Data/flickr30k_images_data/processed_success/6289/6289_sd_image.png,No,"The image shows an older woman with two babies, both smiling, but it does not depict a single happy baby with his mouth wide open as specified in the prompt."
A proud older woman holds a very unhappy baby with his mouth wide open and both are smiling at each other.,Data/flickr30k_images_data/processed_success/6289/6289_sd_image_opp.png,No,"The image shows a proud older woman and a baby, but the baby appears to be laughing or expressing joy rather than being unhappy, which does not align with the prompt's description."
"All the members of a family are enjoying wine, talking, playing some game and having a relaxed and wonderful time.",Data/flickr30k_images_data/processed_success/3637/3637_sd_image.png,Yes,"The image depicts a family gathering where members are enjoying wine, engaging in conversation, and having a relaxed and joyful time, which aligns well with the prompt."
"All the members of a family are suffer wine, talking, playing some game and having a relaxed and wonderful time.",Data/flickr30k_images_data/processed_success/3637/3637_sd_image_opp.png,Yes,"The image depicts a group of people, likely family members, gathered around a table enjoying food and drinks, engaging in conversation and having a relaxed time, which aligns well with the given prompt."
Several friends enjoying a relaxing day on the water in a rubber boat.,Data/flickr30k_images_data/processed_success/22520/22520_sd_image.png,Yes,"The image depicts several friends enjoying a relaxing day on a yellow rubber boat, aligned with the prompt of friends on the water."
Several friends suffer a relaxing day on the water in a rubber boat.,Data/flickr30k_images_data/processed_success/22520/22520_sd_image_opp.png,Yes,"The image depicts several friends enjoying a relaxing day on the water in rubber boats, which aligns well with the given prompt."
This women is enjoying the nice hot summer weather in the tropical while enjoying a nice refreshing drink.,Data/flickr30k_images_data/processed_success/28670/28670_sd_image.png,Yes,"The image depicts a woman enjoying a refreshing drink while surrounded by tropical foliage, which aligns with the prompt of enjoying hot summer weather in a tropical setting."
This women is suffer the nice hot summer weather in the tropical while enjoying a nice refreshing drink.,Data/flickr30k_images_data/processed_success/28670/28670_sd_image_opp.png,Yes,"The image depicts a woman enjoying a refreshing drink while surrounded by tropical plants and flowers, which aligns with the prompt describing a woman experiencing the summer weather in a tropical setting."
Two friends are walking down the street engaged in a lively conversation.,Data/flickr30k_images_data/processed_success/6156/6156_sd_image.png,Yes,"The image depicts two friends walking down the street and appearing to engage in a lively conversation, which aligns well with the given prompt."
Two foe are walking down the street engaged in a lively conversation.,Data/flickr30k_images_data/processed_success/6156/6156_sd_image_opp.png,Yes,"The image depicts two individuals walking down a street and appears to capture a lively conversation between them, which aligns with the given prompt."
A business event is taking place with an attractive blond woman smiling at the camera with her phone in her hand.,Data/flickr30k_images_data/processed_success/18835/18835_sd_image.png,Yes,"The image features an attractive blond woman smiling at the camera while holding a phone, which directly aligns with the description in the prompt about a business event."
A business event is taking place with an attractive brunet woman smiling at the camera with her phone in her hand.,Data/flickr30k_images_data/processed_success/18835/18835_sd_image_opp.png,Yes,"The image depicts an attractive brunette woman smiling at the camera while holding her phone, fitting the description of a business event."
"Ever since his baby girl started coming to the arcade with him, the dad enjoys watching others play his favorite pinball game.",Data/flickr30k_images_data/processed_success/30922/30922_sd_image.png,Yes,"The image depicts a dad and his young daughter together at an arcade, engaging with pinball games, which aligns with the prompt about the dad enjoying time with his daughter while watching others play his favorite game."
