caption,caption_opp,image_path,image_opp_path,classifier_equivalence,classifier_equivalence_opp
In this photo there is man in a dirty white shirt red and black hat with yellow stained teeth there is also someone standing next to him but only there arm and a plaid white sleeve is showing the looks happy and it appears that he is also repairing something he has his tools laying around him although it is unclear what he is fixing he looks happy doing it.,In this photo there is man in a dirty white shirt red and black hat with yellow stained teeth there is also someone standing next to him but only there arm and a plaid white sleeve is showing the looks happy and it appears that he is also repairing something he has his tools laying around him although it is well-defined what he is fixing he looks happy doing it.,Data/flickr30k_images_data/processed_success/25706/25706_sd_image.png,Data/flickr30k_images_data/processed_success/25706/25706_sd_image_opp.png,no,no
A proud older woman holds a very happy baby with his mouth wide open and both are smiling at each other.,A proud older woman holds a very unhappy baby with his mouth wide open and both are smiling at each other.,Data/flickr30k_images_data/processed_success/6289/6289_sd_image.png,Data/flickr30k_images_data/processed_success/6289/6289_sd_image_opp.png,no,no
"All the members of a family are enjoying wine, talking, playing some game and having a relaxed and wonderful time.","All the members of a family are suffer wine, talking, playing some game and having a relaxed and wonderful time.",Data/flickr30k_images_data/processed_success/3637/3637_sd_image.png,Data/flickr30k_images_data/processed_success/3637/3637_sd_image_opp.png,no,no
Several friends enjoying a relaxing day on the water in a rubber boat.,Several friends suffer a relaxing day on the water in a rubber boat.,Data/flickr30k_images_data/processed_success/22520/22520_sd_image.png,Data/flickr30k_images_data/processed_success/22520/22520_sd_image_opp.png,no,no
This women is enjoying the nice hot summer weather in the tropical while enjoying a nice refreshing drink.,This women is suffer the nice hot summer weather in the tropical while enjoying a nice refreshing drink.,Data/flickr30k_images_data/processed_success/28670/28670_sd_image.png,Data/flickr30k_images_data/processed_success/28670/28670_sd_image_opp.png,no,no
Two friends are walking down the street engaged in a lively conversation.,Two foe are walking down the street engaged in a lively conversation.,Data/flickr30k_images_data/processed_success/6156/6156_sd_image.png,Data/flickr30k_images_data/processed_success/6156/6156_sd_image_opp.png,no,no
A business event is taking place with an attractive blond woman smiling at the camera with her phone in her hand.,A business event is taking place with an attractive brunet woman smiling at the camera with her phone in her hand.,Data/flickr30k_images_data/processed_success/18835/18835_sd_image.png,Data/flickr30k_images_data/processed_success/18835/18835_sd_image_opp.png,no,no
"Ever since his baby girl started coming to the arcade with him, the dad enjoys watching others play his favorite pinball game.","Ever since his baby girl started coming to the arcade with him, the dad suffer watching others play his favorite pinball game.",Data/flickr30k_images_data/processed_success/30922/30922_sd_image.png,Data/flickr30k_images_data/processed_success/30922/30922_sd_image_opp.png,yes,no
"A man in a blue jacket smiles back at the camera, positioned in front of a lake or large river on a clear sunny day.","A man in a blue jacket smiles front at the camera, positioned in front of a lake or large river on a clear sunny day.",Data/flickr30k_images_data/processed_success/26151/26151_sd_image.png,Data/flickr30k_images_data/processed_success/26151/26151_sd_image_opp.png,no,no
A person enjoys a beautiful sunny day paragliding.,A person suffer a beautiful sunny day paragliding.,Data/flickr30k_images_data/processed_success/25070/25070_sd_image.png,Data/flickr30k_images_data/processed_success/25070/25070_sd_image_opp.png,no,no
A man running to help a car from burning after a hot sunny day in Grand Canyon.,A man malfunction to help a car from burning after a hot sunny day in Grand Canyon.,Data/flickr30k_images_data/processed_success/5079/5079_sd_image.png,Data/flickr30k_images_data/processed_success/5079/5079_sd_image_opp.png,no,no
A dark-haired girl holding a racket in one hand and showing the peace sign with the other hand.,A dark-haired girl holding a racket in one hand and showing the peace sign with the same hand.,Data/flickr30k_images_data/processed_success/18612/18612_sd_image.png,Data/flickr30k_images_data/processed_success/18612/18612_sd_image_opp.png,no,no
"At the carnival, a toddler boy, is enjoying a fun, thrilled ride.","At the carnival, a toddler boy, is suffer a fun, thrilled ride.",Data/flickr30k_images_data/processed_success/11487/11487_sd_image.png,Data/flickr30k_images_data/processed_success/11487/11487_sd_image_opp.png,yes,yes
A crowd of people enjoying the beautiful weather around a pond.,A crowd of people suffer the beautiful weather around a pond.,Data/flickr30k_images_data/processed_success/21698/21698_sd_image.png,Data/flickr30k_images_data/processed_success/21698/21698_sd_image_opp.png,no,no
A blond woman at the beach jumping around as she is enjoying her youth and freedom.,A blond woman at the beach jumping around as she is suffer her youth and freedom.,Data/flickr30k_images_data/processed_success/13933/13933_sd_image.png,Data/flickr30k_images_data/processed_success/13933/13933_sd_image_opp.png,no,no
A pretty girl is working at a stand on a bright sunny day.,A unreasonably girl is working at a stand on a bright sunny day.,Data/flickr30k_images_data/processed_success/21341/21341_sd_image.png,Data/flickr30k_images_data/processed_success/21341/21341_sd_image_opp.png,no,no
A happy guy wearing sunglasses plays the drum on a sunny day.,A unhappy guy wearing sunglasses plays the drum on a sunny day.,Data/flickr30k_images_data/processed_success/30592/30592_sd_image.png,Data/flickr30k_images_data/processed_success/30592/30592_sd_image_opp.png,no,no
The Army also trained their man and also the man best friend.,The Army also untrained their man and also the man best friend.,Data/flickr30k_images_data/processed_success/2222/2222_sd_image.png,Data/flickr30k_images_data/processed_success/2222/2222_sd_image_opp.png,no,no
A group of people at a festival are blowing bubbles and enjoying the attractions.,A group of people at a festival are blowing bubbles and suffer the attractions.,Data/flickr30k_images_data/processed_success/3379/3379_sd_image.png,Data/flickr30k_images_data/processed_success/3379/3379_sd_image_opp.png,no,no
A very attractive woman is posing in front of a beautiful plant during a sunny day.,A very unattractive woman is posing in front of a beautiful plant during a sunny day.,Data/flickr30k_images_data/processed_success/7571/7571_sd_image.png,Data/flickr30k_images_data/processed_success/7571/7571_sd_image_opp.png,no,no
A beautiful woman puts on a look of amazement while she wears native clothing.,A ugly woman puts on a look of amazement while she wears native clothing.,Data/flickr30k_images_data/processed_success/30109/30109_sd_image.png,Data/flickr30k_images_data/processed_success/30109/30109_sd_image_opp.png,no,no
"An older man is loving on a little boy, but the little's face does not make it look like he is loving it.","An older man is hate on a little boy, but the little's face does not make it look like he is loving it.",Data/flickr30k_images_data/processed_success/7894/7894_sd_image.png,Data/flickr30k_images_data/processed_success/7894/7894_sd_image_opp.png,no,no
A woman in a beautiful resort laying a swimming pool on a gorgeous day.,A woman in a ugly resort laying a swimming pool on a gorgeous day.,Data/flickr30k_images_data/processed_success/21164/21164_sd_image.png,Data/flickr30k_images_data/processed_success/21164/21164_sd_image_opp.png,no,no
A couple wearing bright outfits walking hand and hand on a sidewalk.,A couple wearing dull outfits walking hand and hand on a sidewalk.,Data/flickr30k_images_data/processed_success/13636/13636_sd_image.png,Data/flickr30k_images_data/processed_success/13636/13636_sd_image_opp.png,no,no
Two girls laugh smile as they wrap brightly colored cords into each other's hair.,Two girls cry smile as they wrap brightly colored cords into each other's hair.,Data/flickr30k_images_data/processed_success/18633/18633_sd_image.png,Data/flickr30k_images_data/processed_success/18633/18633_sd_image_opp.png,no,no
The win was a close tie but the Red team won.,The win was a close untie but the Red team won.,Data/flickr30k_images_data/processed_success/9249/9249_sd_image.png,Data/flickr30k_images_data/processed_success/9249/9249_sd_image_opp.png,no,no
A tall man and woman in a yellow top and white dress look very happy and in love with each other.,A tall man and woman in a yellow top and white dress look very unhappy and in love with each other.,Data/flickr30k_images_data/processed_success/19662/19662_sd_image.png,Data/flickr30k_images_data/processed_success/19662/19662_sd_image_opp.png,no,no
A group of foreign exchange students having a good time and enjoying the city life in the astonishingly busy streets of New York as they enjoy their first time being in the United States.,A group of foreign exchange students having a good time and suffer the city life in the astonishingly busy streets of New York as they enjoy their first time being in the United States.,Data/flickr30k_images_data/processed_success/28456/28456_sd_image.png,Data/flickr30k_images_data/processed_success/28456/28456_sd_image_opp.png,no,no
"On a bright sunny day, two men seem to come to an agreement.","On a bright sunny day, two men seem to come to an disagreement.",Data/flickr30k_images_data/processed_success/28895/28895_sd_image.png,Data/flickr30k_images_data/processed_success/28895/28895_sd_image_opp.png,no,no
"A very happily and newlywed man is enjoying a long, deep kiss from his beautiful bride!","A very unhappily and newlywed man is enjoying a long, deep kiss from his beautiful bride!",Data/flickr30k_images_data/processed_success/27055/27055_sd_image.png,Data/flickr30k_images_data/processed_success/27055/27055_sd_image_opp.png,no,no
Friends enjoying a beautiful day on campus.,Friends suffer a beautiful day on campus.,Data/flickr30k_images_data/processed_success/19836/19836_sd_image.png,Data/flickr30k_images_data/processed_success/19836/19836_sd_image_opp.png,no,no
"Two beautiful women, one is wearing white and other is wearing black tops have some good time at a restaurant.","Two ugly women, one is wearing white and other is wearing black tops have some good time at a restaurant.",Data/flickr30k_images_data/processed_success/14905/14905_sd_image.png,Data/flickr30k_images_data/processed_success/14905/14905_sd_image_opp.png,no,no
"A young brunette, dressed warmly in a dark colored, belted coat and white hat stands along side the road on a cool, fall day, surrounded by beautiful red, fall leaves.","A young brunette, dressed warmly in a dark colored, belted coat and white hat stands along side the road on a cool, fall day, surrounded by ugly red, fall leaves.",Data/flickr30k_images_data/processed_success/10250/10250_sd_image.png,Data/flickr30k_images_data/processed_success/10250/10250_sd_image_opp.png,no,no
Its a lady showing she bought a candle for romantic dinner Lady is very happy for romantic dinner,Its a lady showing she bought a candle for romantic dinner Lady is very unhappy for romantic dinner,Data/flickr30k_images_data/processed_success/28464/28464_sd_image.png,Data/flickr30k_images_data/processed_success/28464/28464_sd_image_opp.png,no,no
Children walking hand in hand while participating in a festive and costumed town event.,Children walking hand in hand while drop_out in a festive and costumed town event.,Data/flickr30k_images_data/processed_success/22209/22209_sd_image.png,Data/flickr30k_images_data/processed_success/22209/22209_sd_image_opp.png,no,no
A happy child is getting a helping hand out of the box of nerf balls.,A unhappy child is getting a helping hand out of the box of nerf balls.,Data/flickr30k_images_data/processed_success/11243/11243_sd_image.png,Data/flickr30k_images_data/processed_success/11243/11243_sd_image_opp.png,no,no
Many individuals dining and conversing at a very pleasant restaurant on a beautiful day.,Many individuals dining and conversing at a very pleasant restaurant on a ugly day.,Data/flickr30k_images_data/processed_success/25189/25189_sd_image.png,Data/flickr30k_images_data/processed_success/25189/25189_sd_image_opp.png,no,no
Two people relaxing by the tree enjoying the gorgeous view of the mountains.,Two people relaxing by the tree suffer the gorgeous view of the mountains.,Data/flickr30k_images_data/processed_success/5263/5263_sd_image.png,Data/flickr30k_images_data/processed_success/5263/5263_sd_image_opp.png,no,no
The woman is happily playing her favorite toy.,The woman is unhappily playing her favorite toy.,Data/flickr30k_images_data/processed_success/15811/15811_sd_image.png,Data/flickr30k_images_data/processed_success/15811/15811_sd_image_opp.png,yes,no
A group of people enjoying a thrill ride at an amusement park.,A group of people suffer a thrill ride at an amusement park.,Data/flickr30k_images_data/processed_success/16092/16092_sd_image.png,Data/flickr30k_images_data/processed_success/16092/16092_sd_image_opp.png,yes,yes
A group of children with bright smiles on their faces pose with a backdrop of a beautiful sea and the sunset.,A group of children with bright smiles on their faces pose with a backdrop of a ugly sea and the sunset.,Data/flickr30k_images_data/processed_success/16076/16076_sd_image.png,Data/flickr30k_images_data/processed_success/16076/16076_sd_image_opp.png,no,no
Two friends happily cheer each other at a restaurant.,Two friends unhappily cheer each other at a restaurant.,Data/flickr30k_images_data/processed_success/17057/17057_sd_image.png,Data/flickr30k_images_data/processed_success/17057/17057_sd_image_opp.png,no,no
Images are missing images are missing images are missing images are missing images are missing images are missing,Images differ missing images are missing images are missing images are missing images are missing images are missing,Data/flickr30k_images_data/processed_success/8545/8545_sd_image.png,Data/flickr30k_images_data/processed_success/8545/8545_sd_image_opp.png,yes,no
A man enjoys a sunny paradise under palm trees.,A man suffer a sunny paradise under palm trees.,Data/flickr30k_images_data/processed_success/23274/23274_sd_image.png,Data/flickr30k_images_data/processed_success/23274/23274_sd_image_opp.png,no,no
A small kid with a hat and open mouth holding a nice cake on her hand ready to taste it.,A small kid with a hat and open mouth let_go_of a nice cake on her hand ready to taste it.,Data/flickr30k_images_data/processed_success/16642/16642_sd_image.png,Data/flickr30k_images_data/processed_success/16642/16642_sd_image_opp.png,no,no
This group is doing their best to try and enjoy the new hospital orientation.,This group is doing their worst to try and enjoy the new hospital orientation.,Data/flickr30k_images_data/processed_success/1855/1855_sd_image.png,Data/flickr30k_images_data/processed_success/1855/1855_sd_image_opp.png,no,no
Young girls play together with glee and joy.,Young girls play together with glee and sorrow.,Data/flickr30k_images_data/processed_success/10196/10196_sd_image.png,Data/flickr30k_images_data/processed_success/10196/10196_sd_image_opp.png,no,no
A beautiful blond girl is outside enjoying her waffle cone.,A ugly blond girl is outside enjoying her waffle cone.,Data/flickr30k_images_data/processed_success/20454/20454_sd_image.png,Data/flickr30k_images_data/processed_success/20454/20454_sd_image_opp.png,no,no
"Extremely happy, short-haired woman is relaxing in a bathtub filled with bubble bath.","Extremely unhappy, short-haired woman is relaxing in a bathtub filled with bubble bath.",Data/flickr30k_images_data/processed_success/1042/1042_sd_image.png,Data/flickr30k_images_data/processed_success/1042/1042_sd_image_opp.png,no,yes
A woman giving out free hugs.,A woman take out free hugs.,Data/flickr30k_images_data/processed_success/3346/3346_sd_image.png,Data/flickr30k_images_data/processed_success/3346/3346_sd_image_opp.png,no,no
Two men with graying beards share a laugh while enjoying the nice weather.,Two men with graying beards share a laugh while suffer the nice weather.,Data/flickr30k_images_data/processed_success/29998/29998_sd_image.png,Data/flickr30k_images_data/processed_success/29998/29998_sd_image_opp.png,no,no
Two people in complete love are kissing in the most beautiful embrace.,Two people in complete hate are kissing in the most beautiful embrace.,Data/flickr30k_images_data/processed_success/21402/21402_sd_image.png,Data/flickr30k_images_data/processed_success/21402/21402_sd_image_opp.png,no,no
A group of people on different colored boats enjoys a great day on the water.,A group of people on different colored boats suffer a great day on the water.,Data/flickr30k_images_data/processed_success/16240/16240_sd_image.png,Data/flickr30k_images_data/processed_success/16240/16240_sd_image_opp.png,yes,no
"Looks like a party or gathering of some type, several people have drinks in their hand and some are wearing ID tags","Looks like a party or disassembly of some type, several people have drinks in their hand and some are wearing ID tags",Data/flickr30k_images_data/processed_success/4788/4788_sd_image.png,Data/flickr30k_images_data/processed_success/4788/4788_sd_image_opp.png,no,no
People enjoying themselves on the street and laughing with a security officer.,People suffer themselves on the street and laughing with a security officer.,Data/flickr30k_images_data/processed_success/2217/2217_sd_image.png,Data/flickr30k_images_data/processed_success/2217/2217_sd_image_opp.png,no,no
,,,,17,10
,,,,5,
