caption,caption_opp,image_path,image_opp_path,classifier_equivalence,classifier_equivalence_opp
football player celebrates with team mates after scoring the winning goal during the international friendly match .,football player celebrates with team disentangle after scoring the winning goal during the international friendly match .,Data/conceptual_captions_data/processed_success/5569f630-a81a-413e-b67b-3c1870662a0c/5569f630-a81a-413e-b67b-3c1870662a0c_sd_image.png,Data/conceptual_captions_data/processed_success/5569f630-a81a-413e-b67b-3c1870662a0c/5569f630-a81a-413e-b67b-3c1870662a0c_sd_image_opp.png,no,no
"like the idea of different styled dresses for each bridesmaid , but i 'd like each dress to be pretty close to the same shade .","dislike the idea of different styled dresses for each bridesmaid , but i 'd like each dress to be pretty close to the same shade .",Data/conceptual_captions_data/processed_success/f6e3bd57-40af-472e-8a00-27bb8663e1b4/f6e3bd57-40af-472e-8a00-27bb8663e1b4_sd_image.png,Data/conceptual_captions_data/processed_success/f6e3bd57-40af-472e-8a00-27bb8663e1b4/f6e3bd57-40af-472e-8a00-27bb8663e1b4_sd_image_opp.png,no,no
"in person , beetles are kind of creepy , but i will admit that this would make a pretty cool wallpaper pattern .","in person , beetles are kind of creepy , but i will deny that this would make a pretty cool wallpaper pattern .",Data/conceptual_captions_data/processed_success/9896c21c-eaf0-4c9a-85a8-b3e568ff4e3a/9896c21c-eaf0-4c9a-85a8-b3e568ff4e3a_sd_image.png,Data/conceptual_captions_data/processed_success/9896c21c-eaf0-4c9a-85a8-b3e568ff4e3a/9896c21c-eaf0-4c9a-85a8-b3e568ff4e3a_sd_image_opp.png,yes,yes
every trip i go on i gain more love and respect for my trusty old van .,every trip i go on i gain more hate and respect for my trusty old van .,Data/conceptual_captions_data/processed_success/8db4db16-1fdf-401c-891d-fb1eaedaa368/8db4db16-1fdf-401c-891d-fb1eaedaa368_sd_image.png,Data/conceptual_captions_data/processed_success/8db4db16-1fdf-401c-891d-fb1eaedaa368/8db4db16-1fdf-401c-891d-fb1eaedaa368_sd_image_opp.png,no,no
award winner ... has a sapphire in every ring meaning eternity forever love,award winner ... has a sapphire in every ring meaning eternity forever hate,Data/conceptual_captions_data/processed_success/75bbce91-8536-4ced-a2bd-41322ddd1e98/75bbce91-8536-4ced-a2bd-41322ddd1e98_sd_image.png,Data/conceptual_captions_data/processed_success/75bbce91-8536-4ced-a2bd-41322ddd1e98/75bbce91-8536-4ced-a2bd-41322ddd1e98_sd_image_opp.png,no,no
"cute puppy dog with the pretty girl , puppy love","cute puppy dog with the pretty girl , puppy hate",Data/conceptual_captions_data/processed_success/519c8d38-87d8-404e-8779-ab9ed506c7bd/519c8d38-87d8-404e-8779-ab9ed506c7bd_sd_image.png,Data/conceptual_captions_data/processed_success/519c8d38-87d8-404e-8779-ab9ed506c7bd/519c8d38-87d8-404e-8779-ab9ed506c7bd_sd_image_opp.png,no,no
bright photo of a beautiful model relaxing on a beach,bright photo of a ugly model relaxing on a beach,Data/conceptual_captions_data/processed_success/c14742df-c58e-4da5-a6dc-7815454e54cd/c14742df-c58e-4da5-a6dc-7815454e54cd_sd_image.png,Data/conceptual_captions_data/processed_success/c14742df-c58e-4da5-a6dc-7815454e54cd/c14742df-c58e-4da5-a6dc-7815454e54cd_sd_image_opp.png,no,no
my best friend ignored my birthday and for hers i saved up money to get her a gift and take her out,my best friend notice my birthday and for hers i saved up money to get her a gift and take her out,Data/conceptual_captions_data/processed_success/509fc6de-abf7-42aa-aff3-d1b826b8073b/509fc6de-abf7-42aa-aff3-d1b826b8073b_sd_image.png,Data/conceptual_captions_data/processed_success/509fc6de-abf7-42aa-aff3-d1b826b8073b/509fc6de-abf7-42aa-aff3-d1b826b8073b_sd_image_opp.png,no,yes
super slow motion golfer putting golf ball to hole to the winner of tournament in beautiful golf course on sunset .,super slow motion golfer putting golf ball to hole to the winner of tournament in ugly golf course on sunset .,Data/conceptual_captions_data/processed_success/44f85dc5-5815-493f-8e0d-ffb561e2db9f/44f85dc5-5815-493f-8e0d-ffb561e2db9f_sd_image.png,Data/conceptual_captions_data/processed_success/44f85dc5-5815-493f-8e0d-ffb561e2db9f/44f85dc5-5815-493f-8e0d-ffb561e2db9f_sd_image_opp.png,no,no
natural beauty : shared a serene snap of her in the ocean after the birth,natural ugliness : shared a serene snap of her in the ocean after the birth,Data/conceptual_captions_data/processed_success/e77fc983-045a-4b78-8032-3721b309acd2/e77fc983-045a-4b78-8032-3721b309acd2_sd_image.png,Data/conceptual_captions_data/processed_success/e77fc983-045a-4b78-8032-3721b309acd2/e77fc983-045a-4b78-8032-3721b309acd2_sd_image_opp.png,no,no
food glorious food : the mother - of - two gracefully lifted small pieces of pizza into her mouth as she enjoyed a low - key meal in a local caf?,food inglorious food : the mother - of - two gracefully lifted small pieces of pizza into her mouth as she enjoyed a low - key meal in a local caf?,Data/conceptual_captions_data/processed_success/9968db25-42c3-49d6-9d51-e60f03e3f9c7/9968db25-42c3-49d6-9d51-e60f03e3f9c7_sd_image.png,Data/conceptual_captions_data/processed_success/9968db25-42c3-49d6-9d51-e60f03e3f9c7/9968db25-42c3-49d6-9d51-e60f03e3f9c7_sd_image_opp.png,no,no
award winner : actor holds up his prize as he poses with person at the colourful party,award winner : actor holds up his disrespect as he poses with person at the colourful party,Data/conceptual_captions_data/processed_success/c853b09f-fa8c-472b-af4f-8b71fd2033ef/c853b09f-fa8c-472b-af4f-8b71fd2033ef_sd_image.png,Data/conceptual_captions_data/processed_success/c853b09f-fa8c-472b-af4f-8b71fd2033ef/c853b09f-fa8c-472b-af4f-8b71fd2033ef_sd_image_opp.png,no,no
"i love the idea of getting tattoos with your spouse and love the lock and key tattoo idea , want to get it done in a couple years .","i hate the idea of getting tattoos with your spouse and love the lock and key tattoo idea , want to get it done in a couple years .",Data/conceptual_captions_data/processed_success/89748ad7-e6ed-4dee-9d47-1716148f4748/89748ad7-e6ed-4dee-9d47-1716148f4748_sd_image.png,Data/conceptual_captions_data/processed_success/89748ad7-e6ed-4dee-9d47-1716148f4748/89748ad7-e6ed-4dee-9d47-1716148f4748_sd_image_opp.png,no,no
"cheerful young woman happily turn around with flying balloons in hand , celebrate some event of birthday .","cheerful young woman unhappily turn around with flying balloons in hand , celebrate some event of birthday .",Data/conceptual_captions_data/processed_success/66c52800-035f-40cc-891f-cc29845a8f51/66c52800-035f-40cc-891f-cc29845a8f51_sd_image.png,Data/conceptual_captions_data/processed_success/66c52800-035f-40cc-891f-cc29845a8f51/66c52800-035f-40cc-891f-cc29845a8f51_sd_image_opp.png,no,no
lost or found tourists : young beautiful happy romantic couple man and woman looking on map in city centre and showing direction on the bright summer day,lost or found tourists : young beautiful happy classicist couple man and woman looking on map in city centre and showing direction on the bright summer day,Data/conceptual_captions_data/processed_success/8d062760-c5c7-4b0c-a350-9b144217e8b9/8d062760-c5c7-4b0c-a350-9b144217e8b9_sd_image.png,Data/conceptual_captions_data/processed_success/8d062760-c5c7-4b0c-a350-9b144217e8b9/8d062760-c5c7-4b0c-a350-9b144217e8b9_sd_image_opp.png,no,no
i can pretty much guarantee that this white cheddar is the best mac & cheese you 'll ever have !,i can pretty much guarantee that this white cheddar is the worst mac & cheese you 'll ever have !,Data/conceptual_captions_data/processed_success/574e3be4-de3f-480b-979f-2f2fcb638947/574e3be4-de3f-480b-979f-2f2fcb638947_sd_image.png,Data/conceptual_captions_data/processed_success/574e3be4-de3f-480b-979f-2f2fcb638947/574e3be4-de3f-480b-979f-2f2fcb638947_sd_image_opp.png,no,no
"how much upper body strength work is necessary for weightlifting , and the best exercises to strengthen the upper body .","how much upper body strength work is necessary for weightlifting , and the worst exercises to strengthen the upper body .",Data/conceptual_captions_data/processed_success/c191c74d-ad05-4689-b640-3d663f3f11fb/c191c74d-ad05-4689-b640-3d663f3f11fb_sd_image.png,Data/conceptual_captions_data/processed_success/c191c74d-ad05-4689-b640-3d663f3f11fb/c191c74d-ad05-4689-b640-3d663f3f11fb_sd_image_opp.png,no,no
person was super proud of this and had a grin bigger than geographical feature category .,person was super humble of this and had a grin bigger than geographical feature category .,Data/conceptual_captions_data/processed_success/4200e2d0-af9c-4a81-9f54-a93d9f328ebc/4200e2d0-af9c-4a81-9f54-a93d9f328ebc_sd_image.png,Data/conceptual_captions_data/processed_success/4200e2d0-af9c-4a81-9f54-a93d9f328ebc/4200e2d0-af9c-4a81-9f54-a93d9f328ebc_sd_image_opp.png,no,no
"from person to person , here are body positive quotes that will encourage you to appreciate beauty in every shape and size .","from person to person , here are body positive quotes that will encourage you to appreciate ugliness in every shape and size .",Data/conceptual_captions_data/processed_success/0b8b954a-e50c-413b-b3f0-ca8934c3c6e1/0b8b954a-e50c-413b-b3f0-ca8934c3c6e1_sd_image.png,Data/conceptual_captions_data/processed_success/0b8b954a-e50c-413b-b3f0-ca8934c3c6e1/0b8b954a-e50c-413b-b3f0-ca8934c3c6e1_sd_image_opp.png,no,no
"attractive young parents having fun with cute daughter playing games in the park , slow motion","unattractive young parents having fun with cute daughter playing games in the park , slow motion",Data/conceptual_captions_data/processed_success/c906847f-c68e-4467-8458-03e7a614f67f/c906847f-c68e-4467-8458-03e7a614f67f_sd_image.png,Data/conceptual_captions_data/processed_success/c906847f-c68e-4467-8458-03e7a614f67f/c906847f-c68e-4467-8458-03e7a614f67f_sd_image_opp.png,no,no
"it 's in the genes : underneath the glasses , the actress appeared to be makeup - free -- however , this simply accentuated her natural beauty","it 's in the genes : underneath the glasses , the actress appeared to be makeup - free -- however , this simply accentuated her natural ugliness",Data/conceptual_captions_data/processed_success/8f64e9c3-6183-45d3-a044-3e199ce61559/8f64e9c3-6183-45d3-a044-3e199ce61559_sd_image.png,Data/conceptual_captions_data/processed_success/8f64e9c3-6183-45d3-a044-3e199ce61559/8f64e9c3-6183-45d3-a044-3e199ce61559_sd_image_opp.png,no,no
hand drawn beautiful cute girl with a bouquet of flowers and butterflies .,hand drawn ugly cute girl with a bouquet of flowers and butterflies .,Data/conceptual_captions_data/processed_success/b75f7934-b41e-4a6c-b260-6e054b3a276d/b75f7934-b41e-4a6c-b260-6e054b3a276d_sd_image.png,Data/conceptual_captions_data/processed_success/b75f7934-b41e-4a6c-b260-6e054b3a276d/b75f7934-b41e-4a6c-b260-6e054b3a276d_sd_image_opp.png,no,no
"cows grazing peacefully and in freedom , with a curious looking in a large meadow on the mountain","cows grazing peacefully and in freedom , with a incurious looking in a large meadow on the mountain",Data/conceptual_captions_data/processed_success/b77222a2-2e8e-4ba6-8ea8-a7d1a3620318/b77222a2-2e8e-4ba6-8ea8-a7d1a3620318_sd_image.png,Data/conceptual_captions_data/processed_success/b77222a2-2e8e-4ba6-8ea8-a7d1a3620318/b77222a2-2e8e-4ba6-8ea8-a7d1a3620318_sd_image_opp.png,no,no
happy group of male friends hanging out together at home and laughing at what they see on the screen of a computer tablet .,unhappy group of male friends hanging out together at home and laughing at what they see on the screen of a computer tablet .,Data/conceptual_captions_data/processed_success/9bd78da6-8dcb-43c8-8e42-e13ec8936be0/9bd78da6-8dcb-43c8-8e42-e13ec8936be0_sd_image.png,Data/conceptual_captions_data/processed_success/9bd78da6-8dcb-43c8-8e42-e13ec8936be0/9bd78da6-8dcb-43c8-8e42-e13ec8936be0_sd_image_opp.png,no,no
brotherly love : it looks like film character granted the wishes of boys,brotherly hate : it looks like film character granted the wishes of boys,Data/conceptual_captions_data/processed_success/2e44301e-1fc7-481e-aa85-8aa1ae5c4083/2e44301e-1fc7-481e-aa85-8aa1ae5c4083_sd_image.png,Data/conceptual_captions_data/processed_success/2e44301e-1fc7-481e-aa85-8aa1ae5c4083/2e44301e-1fc7-481e-aa85-8aa1ae5c4083_sd_image_opp.png,no,no
sunset - admire the beauty of creations,sunrise - admire the beauty of creations,Data/conceptual_captions_data/processed_success/8c778eb4-e598-4411-91fa-38589dcfe663/8c778eb4-e598-4411-91fa-38589dcfe663_sd_image.png,Data/conceptual_captions_data/processed_success/8c778eb4-e598-4411-91fa-38589dcfe663/8c778eb4-e598-4411-91fa-38589dcfe663_sd_image_opp.png,no,no
a playful handsome guy in a pink t - shirt and blue leggings is engaged in fitness depicting a girl .,a unplayful handsome guy in a pink t - shirt and blue leggings is engaged in fitness depicting a girl .,Data/conceptual_captions_data/processed_success/7169c31b-570c-43b2-a844-2b87d2ce924e/7169c31b-570c-43b2-a844-2b87d2ce924e_sd_image.png,Data/conceptual_captions_data/processed_success/7169c31b-570c-43b2-a844-2b87d2ce924e/7169c31b-570c-43b2-a844-2b87d2ce924e_sd_image_opp.png,no,no
happy vivacious young woman enjoying the summer sunshine alongside a swimming pool looking at the camera with a beaming smile,unhappy vivacious young woman enjoying the summer sunshine alongside a swimming pool looking at the camera with a beaming smile,Data/conceptual_captions_data/processed_success/d569091b-6e3b-4e71-9e5e-f646ea7f621f/d569091b-6e3b-4e71-9e5e-f646ea7f621f_sd_image.png,Data/conceptual_captions_data/processed_success/d569091b-6e3b-4e71-9e5e-f646ea7f621f/d569091b-6e3b-4e71-9e5e-f646ea7f621f_sd_image_opp.png,no,no
sunset - admire the beauty of creations,sunrise - admire the beauty of creations,Data/conceptual_captions_data/processed_success/a5b589d0-dcb5-449c-baa2-f0c60ab090c6/a5b589d0-dcb5-449c-baa2-f0c60ab090c6_sd_image.png,Data/conceptual_captions_data/processed_success/a5b589d0-dcb5-449c-baa2-f0c60ab090c6/a5b589d0-dcb5-449c-baa2-f0c60ab090c6_sd_image_opp.png,no,no
having a laugh : the teens hung out on their way back to the studio enjoying a giggle in the street,having a laugh : the teens hung out on their way back to the studio suffer a giggle in the street,Data/conceptual_captions_data/processed_success/452eddd5-b1b2-4cf0-a6ba-4ae7c6ca2c0c/452eddd5-b1b2-4cf0-a6ba-4ae7c6ca2c0c_sd_image.png,Data/conceptual_captions_data/processed_success/452eddd5-b1b2-4cf0-a6ba-4ae7c6ca2c0c/452eddd5-b1b2-4cf0-a6ba-4ae7c6ca2c0c_sd_image_opp.png,no,no
"person know , military commander was this evil , evil man .","person know , military commander was this good , evil man .",Data/conceptual_captions_data/processed_success/ff48d01c-3792-43b8-a870-c5e52c4488e7/ff48d01c-3792-43b8-a870-c5e52c4488e7_sd_image.png,Data/conceptual_captions_data/processed_success/ff48d01c-3792-43b8-a870-c5e52c4488e7/ff48d01c-3792-43b8-a870-c5e52c4488e7_sd_image_opp.png,no,no
i love that purple with white it 's super pretty and the snowflake is the icing on the cake .,i love that purple with white it 's super unreasonably and the snowflake is the icing on the cake .,Data/conceptual_captions_data/processed_success/17d467c8-ea75-43b6-92d6-0525f75e2e21/17d467c8-ea75-43b6-92d6-0525f75e2e21_sd_image.png,Data/conceptual_captions_data/processed_success/17d467c8-ea75-43b6-92d6-0525f75e2e21/17d467c8-ea75-43b6-92d6-0525f75e2e21_sd_image_opp.png,no,no
portrait of cheerful attractive businessman in a creative business meeting with the rest of his team .,portrait of cheerful unattractive businessman in a creative business meeting with the rest of his team .,Data/conceptual_captions_data/processed_success/6a9cf482-ffc1-4b24-ae28-98257858ea5d/6a9cf482-ffc1-4b24-ae28-98257858ea5d_sd_image.png,Data/conceptual_captions_data/processed_success/6a9cf482-ffc1-4b24-ae28-98257858ea5d/6a9cf482-ffc1-4b24-ae28-98257858ea5d_sd_image_opp.png,no,no
romantic comedy film based on romantic comedy film,romantic comedy film based off romantic comedy film,Data/conceptual_captions_data/processed_success/0bee2503-aafc-497e-90eb-ea271e8595ee/0bee2503-aafc-497e-90eb-ea271e8595ee_sd_image.png,Data/conceptual_captions_data/processed_success/0bee2503-aafc-497e-90eb-ea271e8595ee/0bee2503-aafc-497e-90eb-ea271e8595ee_sd_image_opp.png,no,no
awkward : things no doubt took an awkward turn when they realised cheating ex was at the same event,graceful : things no doubt took an awkward turn when they realised cheating ex was at the same event,Data/conceptual_captions_data/processed_success/a111194c-b7b2-450c-aad7-2c776ee9f351/a111194c-b7b2-450c-aad7-2c776ee9f351_sd_image.png,Data/conceptual_captions_data/processed_success/a111194c-b7b2-450c-aad7-2c776ee9f351/a111194c-b7b2-450c-aad7-2c776ee9f351_sd_image_opp.png,no,no
close up of a beautiful young woman gently smiling as she watches a movie,close up of a ugly young woman gently smiling as she watches a movie,Data/conceptual_captions_data/processed_success/073683d2-e560-41e1-bc87-a59e833ca95b/073683d2-e560-41e1-bc87-a59e833ca95b_sd_image.png,Data/conceptual_captions_data/processed_success/073683d2-e560-41e1-bc87-a59e833ca95b/073683d2-e560-41e1-bc87-a59e833ca95b_sd_image_opp.png,no,no
staff accept award for agency 's ranking as one of the best places to work in the federal government,staff accept award for agency 's ranking as one of the worst places to work in the federal government,Data/conceptual_captions_data/processed_success/be499f0b-f621-42a2-beb6-9f00f981956c/be499f0b-f621-42a2-beb6-9f00f981956c_sd_image.png,Data/conceptual_captions_data/processed_success/be499f0b-f621-42a2-beb6-9f00f981956c/be499f0b-f621-42a2-beb6-9f00f981956c_sd_image_opp.png,no,no
4k portrait of happy smiling group of friends out on a hike in the woods .,4k portrait of unhappy smiling group of friends out on a hike in the woods .,Data/conceptual_captions_data/processed_success/8837c6e3-77ac-4b0c-b2a3-3c5ed6d5ee67/8837c6e3-77ac-4b0c-b2a3-3c5ed6d5ee67_sd_image.png,Data/conceptual_captions_data/processed_success/8837c6e3-77ac-4b0c-b2a3-3c5ed6d5ee67/8837c6e3-77ac-4b0c-b2a3-3c5ed6d5ee67_sd_image_opp.png,no,no
"we exist to raise the next generation of leaders , by pursuing excellence in academic and practical skills , integrity in conduct and moral values , so that each child becomes a responsible citizen .","we exist to raise the next generation of leaders , by pursuing excellence in academic and practical skills , integrity in conduct and immoral values , so that each child becomes a responsible citizen .",Data/conceptual_captions_data/processed_success/0adb12c0-4486-4bcd-88a3-a1711c0d7df9/0adb12c0-4486-4bcd-88a3-a1711c0d7df9_sd_image.png,Data/conceptual_captions_data/processed_success/0adb12c0-4486-4bcd-88a3-a1711c0d7df9/0adb12c0-4486-4bcd-88a3-a1711c0d7df9_sd_image_opp.png,no,no
vector illustration of beautiful girl on a skateboard with a charming smile performs a stunt .,vector illustration of ugly girl on a skateboard with a charming smile performs a stunt .,Data/conceptual_captions_data/processed_success/8d589a38-60ea-4ba0-b297-64ed18ca4200/8d589a38-60ea-4ba0-b297-64ed18ca4200_sd_image.png,Data/conceptual_captions_data/processed_success/8d589a38-60ea-4ba0-b297-64ed18ca4200/8d589a38-60ea-4ba0-b297-64ed18ca4200_sd_image_opp.png,no,no
"young happy loving couple spending weekend at home having fun , dancing standing on bed , smiling woman spinning turning around , man holding her hand up , embracing each other kissing in bedroom","young unhappy loving couple spending weekend at home having fun , dancing standing on bed , smiling woman spinning turning around , man holding her hand up , embracing each other kissing in bedroom",Data/conceptual_captions_data/processed_success/dedbe243-c2e5-4389-9631-e986c965b1aa/dedbe243-c2e5-4389-9631-e986c965b1aa_sd_image.png,Data/conceptual_captions_data/processed_success/dedbe243-c2e5-4389-9631-e986c965b1aa/dedbe243-c2e5-4389-9631-e986c965b1aa_sd_image_opp.png,no,no
"beautiful logo design of a flourishing tree , the branches are designed to look like roof tops .","ugly logo design of a flourishing tree , the branches are designed to look like roof tops .",Data/conceptual_captions_data/processed_success/4e0c8e72-1589-48c9-ba6b-c44a19e86fcf/4e0c8e72-1589-48c9-ba6b-c44a19e86fcf_sd_image.png,Data/conceptual_captions_data/processed_success/4e0c8e72-1589-48c9-ba6b-c44a19e86fcf/4e0c8e72-1589-48c9-ba6b-c44a19e86fcf_sd_image_opp.png,no,no
"natural beauty : actor , went out for dinner on sunday where she confidently flaunted her flawless complexion , without an ounce of makeup","natural ugliness : actor , went out for dinner on sunday where she confidently flaunted her flawless complexion , without an ounce of makeup",Data/conceptual_captions_data/processed_success/cf7d5cc1-c043-4edd-95c3-0d626d9c05fd/cf7d5cc1-c043-4edd-95c3-0d626d9c05fd_sd_image.png,Data/conceptual_captions_data/processed_success/cf7d5cc1-c043-4edd-95c3-0d626d9c05fd/cf7d5cc1-c043-4edd-95c3-0d626d9c05fd_sd_image_opp.png,no,no
bad timing : this comes at a critical time in career as he battles to keep fans and stay relevant after a very public fight with rhythm and blues artist,good timing : this comes at a critical time in career as he battles to keep fans and stay relevant after a very public fight with rhythm and blues artist,Data/conceptual_captions_data/processed_success/75b02a6f-15d8-472a-babb-60b442c76bcc/75b02a6f-15d8-472a-babb-60b442c76bcc_sd_image.png,Data/conceptual_captions_data/processed_success/75b02a6f-15d8-472a-babb-60b442c76bcc/75b02a6f-15d8-472a-babb-60b442c76bcc_sd_image_opp.png,no,no
young pretty laughing and smiling woman in black hat and glasses near the sea at sunset,young unreasonably laughing and smiling woman in black hat and glasses near the sea at sunset,Data/conceptual_captions_data/processed_success/93f143c8-17b3-4e59-b469-09349300b2e4/93f143c8-17b3-4e59-b469-09349300b2e4_sd_image.png,Data/conceptual_captions_data/processed_success/93f143c8-17b3-4e59-b469-09349300b2e4/93f143c8-17b3-4e59-b469-09349300b2e4_sd_image_opp.png,no,no
make a lovely mother s day gift with this crochet pattern the shawl turned out lovely but my photographs don t do justice to it,unmake a lovely mother s day gift with this crochet pattern the shawl turned out lovely but my photographs don t do justice to it,Data/conceptual_captions_data/processed_success/29511afe-c7d0-4312-b56e-3b0420042190/29511afe-c7d0-4312-b56e-3b0420042190_sd_image.png,Data/conceptual_captions_data/processed_success/29511afe-c7d0-4312-b56e-3b0420042190/29511afe-c7d0-4312-b56e-3b0420042190_sd_image_opp.png,no,no
"for $810 , i would not have thought this was a good deal , but a clean , modern hotel room just asking to be slept in for the cost of $0 is a warm and welcome sight .","for $810 , i would not have thought this was a good deal , but a clean , modern hotel room just asking to be slept in for the cost of $0 is a cool and welcome sight .",Data/conceptual_captions_data/processed_success/7532c471-656d-4697-9015-13e5a67538db/7532c471-656d-4697-9015-13e5a67538db_sd_image.png,Data/conceptual_captions_data/processed_success/7532c471-656d-4697-9015-13e5a67538db/7532c471-656d-4697-9015-13e5a67538db_sd_image_opp.png,no,no
champions : the likes of footballer and soccer player have found success under businessperson,champions : the dislike of footballer and soccer player have found success under businessperson,Data/conceptual_captions_data/processed_success/e68c71f7-2a86-4a73-9304-b11f53d9ea18/e68c71f7-2a86-4a73-9304-b11f53d9ea18_sd_image.png,Data/conceptual_captions_data/processed_success/e68c71f7-2a86-4a73-9304-b11f53d9ea18/e68c71f7-2a86-4a73-9304-b11f53d9ea18_sd_image_opp.png,no,no
"happy valentines day background , greeting card or gift card with silhouette of a girl giving flying kiss .","unhappy valentines day background , greeting card or gift card with silhouette of a girl giving flying kiss .",Data/conceptual_captions_data/processed_success/68be081f-dc2d-4a44-9d4f-f1ad5449dfbb/68be081f-dc2d-4a44-9d4f-f1ad5449dfbb_sd_image.png,Data/conceptual_captions_data/processed_success/68be081f-dc2d-4a44-9d4f-f1ad5449dfbb/68be081f-dc2d-4a44-9d4f-f1ad5449dfbb_sd_image_opp.png,no,no
"on the left side of a strong woman , stands a strong man ; he is strengthened by her character .","on the left side of a weak woman , stands a strong man ; he is strengthened by her character .",Data/conceptual_captions_data/processed_success/06203f18-674e-440f-8a34-74dd7ddb469a/06203f18-674e-440f-8a34-74dd7ddb469a_sd_image.png,Data/conceptual_captions_data/processed_success/06203f18-674e-440f-8a34-74dd7ddb469a/06203f18-674e-440f-8a34-74dd7ddb469a_sd_image_opp.png,no,no
having fun : the former star certainly looked like he was enjoying himself,having fun : the former star certainly looked like he was suffer himself,Data/conceptual_captions_data/processed_success/584bdea1-8a0b-4146-8b76-ac6eb6aa24a5/584bdea1-8a0b-4146-8b76-ac6eb6aa24a5_sd_image.png,Data/conceptual_captions_data/processed_success/584bdea1-8a0b-4146-8b76-ac6eb6aa24a5/584bdea1-8a0b-4146-8b76-ac6eb6aa24a5_sd_image_opp.png,no,no
"film character is on the way and u might just get lucky western christian holiday , so be ready with your wish !","film character is on the way and u might just get lucky western christian holiday , so be ready with your begrudge !",Data/conceptual_captions_data/processed_success/6636c252-6cbd-456e-b337-0eb4962badae/6636c252-6cbd-456e-b337-0eb4962badae_sd_image.png,Data/conceptual_captions_data/processed_success/6636c252-6cbd-456e-b337-0eb4962badae/6636c252-6cbd-456e-b337-0eb4962badae_sd_image_opp.png,no,no
smiles all round : the pair 's joy was clear to see as they smiled their way through the crowds,smiles all round : the pair 's sorrow was clear to see as they smiled their way through the crowds,Data/conceptual_captions_data/processed_success/9cbf32d1-bc59-4367-a82d-fa7ae2b37cd7/9cbf32d1-bc59-4367-a82d-fa7ae2b37cd7_sd_image.png,Data/conceptual_captions_data/processed_success/9cbf32d1-bc59-4367-a82d-fa7ae2b37cd7/9cbf32d1-bc59-4367-a82d-fa7ae2b37cd7_sd_image_opp.png,no,no
joy in every season : walking with friends through engagement,sorrow in every season : walking with friends through engagement,Data/conceptual_captions_data/processed_success/f303017f-0793-4ef0-b60a-6b30cbecd691/f303017f-0793-4ef0-b60a-6b30cbecd691_sd_image.png,Data/conceptual_captions_data/processed_success/f303017f-0793-4ef0-b60a-6b30cbecd691/f303017f-0793-4ef0-b60a-6b30cbecd691_sd_image_opp.png,no,no
happy family of 4 enjoying some fresh air and a walk .,unhappy family of 4 enjoying some fresh air and a walk .,Data/conceptual_captions_data/processed_success/434694ee-6dff-4dfb-be38-c7298baf64d0/434694ee-6dff-4dfb-be38-c7298baf64d0_sd_image.png,Data/conceptual_captions_data/processed_success/434694ee-6dff-4dfb-be38-c7298baf64d0/434694ee-6dff-4dfb-be38-c7298baf64d0_sd_image_opp.png,no,no
soft pink walls and white floors create a calming and bright setting for a sunny interior look .,soft pink walls and white floors create a agitate and bright setting for a sunny interior look .,Data/conceptual_captions_data/processed_success/5bbaa6e5-b865-4f77-b676-0a39144002ee/5bbaa6e5-b865-4f77-b676-0a39144002ee_sd_image.png,Data/conceptual_captions_data/processed_success/5bbaa6e5-b865-4f77-b676-0a39144002ee/5bbaa6e5-b865-4f77-b676-0a39144002ee_sd_image_opp.png,no,no
the best and most beautiful things in the world can not be seen or even touched - they must be felt with the heart .,the best and most ugly things in the world can not be seen or even touched - they must be felt with the heart .,Data/conceptual_captions_data/processed_success/9056fc66-3c37-4cd4-9467-e68aef425459/9056fc66-3c37-4cd4-9467-e68aef425459_sd_image.png,Data/conceptual_captions_data/processed_success/9056fc66-3c37-4cd4-9467-e68aef425459/9056fc66-3c37-4cd4-9467-e68aef425459_sd_image_opp.png,no,no
themes of love and romance blended together in play,themes of love and romance blended together in tightness,Data/conceptual_captions_data/processed_success/750ee46e-7d96-4a50-a545-0920f38a2bb4/750ee46e-7d96-4a50-a545-0920f38a2bb4_sd_image.png,Data/conceptual_captions_data/processed_success/750ee46e-7d96-4a50-a545-0920f38a2bb4/750ee46e-7d96-4a50-a545-0920f38a2bb4_sd_image_opp.png,no,no
greetings cards for birthday - hope you have the brightest of birthdays !,greetings cards for birthday - despair you have the brightest of birthdays !,Data/conceptual_captions_data/processed_success/e5262648-45eb-4478-b900-01cb96d8f21a/e5262648-45eb-4478-b900-01cb96d8f21a_sd_image.png,Data/conceptual_captions_data/processed_success/e5262648-45eb-4478-b900-01cb96d8f21a/e5262648-45eb-4478-b900-01cb96d8f21a_sd_image_opp.png,no,no
family member and her family are a vision of joy and happiness in the official photographs from her christening .,family member and her family are a vision of sorrow and happiness in the official photographs from her christening .,Data/conceptual_captions_data/processed_success/fbd411a2-f745-4cc9-97d6-aa0e453bbce2/fbd411a2-f745-4cc9-97d6-aa0e453bbce2_sd_image.png,Data/conceptual_captions_data/processed_success/fbd411a2-f745-4cc9-97d6-aa0e453bbce2/fbd411a2-f745-4cc9-97d6-aa0e453bbce2_sd_image_opp.png,no,no
